Recording	Participant	Timeline	TOI	Interval	Media	Condition	AOI	Sentence	Duration_of_interval	Start_of_interval	Last_key_press	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Average_whole-fixation_pupil_diameter	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_mouse_clicks	Time_to_first_mouse_click	Time_from_first_fixation_to_mouse_click	Number_of_mouse_clicks_and_releases	Time_to_first_mouse_click_and_release	Time_from_first_fixation_to_mouse_click_and_release	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade	Character_index	Word_index	Sentence_index	AOI_string	Text_unit_type	Number_of_units	First-pass_first_fixation_duration	First-pass_duration	Selective_regression-path_duration	First-pass_regression	Total_duration_of_fixations	Regression-path_duration	Re-reading_duration
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		進		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					17	1	14	進	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		ま		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					18	1	14	ま	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		ず		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					19	1	14	ず	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		、		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					20	1	14	、	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		低		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					21	1	14	低	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		温		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					22	1	14	温	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		や		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					23	1	14	や	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		日		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					24	1	14	日	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		照		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					25	1	14	照	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		不		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					26	1	14	不	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		足		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					27	1	14	足	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		に		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					28	1	14	に	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		よ		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					29	1	14	よ	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		り		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					30	1	14	り	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		冷		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					31	1	14	冷	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		害		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					32	1	14	害	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		が		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					33	1	14	が	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		発		87598	84868	Escape	145	145	145	145	1	79376	145	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.53698	145	145	145	145	1	79376	145	2.53698	145	145	145	145	1	79376	145	168	168	168	168	1	79352	168	0			0			0	79352	79521	108.94	59.23	34	1	14	発	Character		145	145	145	0	145	145	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		生		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					35	1	14	生	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		す		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					36	1	14	す	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		る		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					37	1	14	る	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		。		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					38	1	14	。	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		ま		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					1	1	15	ま	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		た		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					2	1	15	た	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		、		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					3	1	15	、	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		主		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					4	1	15	主	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		に		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					5	1	15	に	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		7		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					6	1	15	7	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		月		87598	84868	Escape	163	163	163	163	1	79841	163	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.54581	163	163	163	163	1	79841	163	2.54581	163	163	163	163	1	79841	163	186	186	186	186	1	79818	186	0			0			0	79818	80004	87.62	266.46	7	1	15	月	Character		0	0	0		163	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		か		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					8	1	15	か	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		ら		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					9	1	15	ら	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		9		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					10	1	15	9	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		月		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					11	1	15	月	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		に		87598	84868	Escape	166	166	166	166	1	79652	166	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.52799	166	166	166	166	1	79652	166	2.52799	166	166	166	166	1	79652	166	206	206	206	206	1	79612	206	0			0			0	79612	79818	311.01	87.62	12	1	15	に	Character		166	166	166	1	166	329	163
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		は		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					13	1	15	は	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		、		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					14	1	15	、	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		台		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					15	1	15	台	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		風		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					16	1	15	風	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		が		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					17	1	15	が	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		日		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					18	1	15	日	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		本		87598	84868	Escape	422	422	422	422	1	81524	422	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.33236	422	422	422	422	1	81524	422	2.33236	422	422	422	422	1	81524	422	445	445	445	445	1	81501	445	0			0			0	81501		86.8		19	1	15	本	Character		0	0	0		422	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		に		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					20	1	15	に	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		接		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					21	1	15	接	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		近		87598	84868	Escape	174	174	174	174	1	80038	174	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.56209	174	174	174	174	1	80038	174	2.56209	174	174	174	174	1	80038	174	208	208	208	208	1	80004	208	0			0			0	80004	80212	266.46	70.5	22	1	15	近	Character		174	174	174	0	174	174	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		す		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					23	1	15	す	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		る		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					24	1	15	る	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		こ		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					25	1	15	こ	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		と		87598	84868	Escape	72	72	72	72	1	80231	72	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.54434	72	72	72	72	1	80231	72	2.54434	72	72	72	72	1	80231	72	91	91	91	91	1	80212	91	0			0			0	80212	80303	70.5	217.49	26	1	15	と	Character		72	72	72	0	72	72	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		が		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					27	1	15	が	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		あ		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					28	1	15	あ	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		る		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					29	1	15	る	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		。		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					30	1	15	。	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		詳		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					1	1	16	詳	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		し		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					2	1	16	し	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		く		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					3	1	16	く	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		は		87598	84868	Escape	207	207	207	207	1	80343	207	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.51909	0				0				207	207	207	207	1	80343	207	247	247	247	247	1	80303	247	0			0			0	80303		217.49		4	1	16	は	Character		207	207	207	0	207	207	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		#		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					5	1	16	#	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		台		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					6	1	16	台	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		風		87598	84868	Escape	229	229	229	229	1	81272	229	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.33987	229	229	229	229	1	81272	229	2.33987	229	229	229	229	1	81272	229	247	247	247	247	1	81254	247	0			0			0	81254	81501	51.49	86.8	7	1	16	風	Character		0	0	0		229	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		を		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					8	1	16	を	Character		0	0	0		0	0	0
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		参		87598	84868	Escape	469	469	469	469	1	80785	469	一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が		2.48944	469	469	469	469	1	80785	469	2.48944	469	469	469	469	1	80785	469	479	479	479	479	1	80775	479	0			0			0		81254		51.49	9	1	16	参	Character		469	469	469	1	469	4909	4440
Recording1	testk	Version1	My Time of Interest 001	1	Instructions_V1 (1)		照		87598	84868	Escape	0				0			一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,が			0				0				0				0			0				0			0			0			0					10	1	16	照	Character								
