Original Data shape,sfs,Models,Best number of features,Slected Features,Model Params,Model Accuravy,Accuracy,Precision,Recall,F1_Score,Date,Dataset
"(538, 45)",None,"['log', 'rf', 'gb', 'svm', 'knn', 'mlp', 'nb']",9,"['Maximum_duration_of_Visit', 'Number_of_Visits_per_character', 'Time_to_entry_saccade', 'Number_of_regression', 'extra_difficult_kanzi_words', 'Percentage_of_regular_difficulty_kanzi_words', 'Percentage_of_adnominal_modification_out_of_total_nouns', 'Cossim_model6', 'Norm_model6']","{'final_estimator__C': 3, 'final_estimator__max_iter': 283, 'final_estimator__penalty': 'l2', 'final_estimator__solver': 'sag', 'gb__learning_rate': 0.013203447693671424, 'gb__max_depth': 8, 'gb__min_samples_leaf': 6, 'gb__n_estimators': 227, 'gb__subsample': 0.6918240645367308, 'knn__leaf_size': 45, 'knn__n_neighbors': 9, 'log__C': 9, 'log__max_iter': 133, 'log__penalty': 'l2', 'log__solver': 'lbfgs', 'mlp__alpha': 0.02540348163766649, 'mlp__hidden_layer_sizes': (100,), 'mlp__max_iter': 33, 'nb__var_smoothing': 5e-09, 'rf__criterion': 'log_loss', 'rf__max_depth': 69, 'rf__min_samples_leaf': 0.32733655753144686, 'rf__min_samples_split': 6, 'rf__n_estimators': 29, 'svm__C': 4.844106061814575, 'svm__gamma': 'scale'}","{'log': 0.7621495327102804, 'rf': 0.7620976116303219, 'gb': 0.7806680512287989, 'svm': 0.7379196953963308, 'knn': 0.7639840775354794, 'mlp': 0.7435271720318448, 'nb': 0.33449290411907234}",0.8333333333333334,0.8333333333333335,0.8333333333333334,0.8091858860634734,2025-02-14_21-27-16,C:/Users/thisi/OneDrive/共有ファイル/卒研B/データ最終版/2. 最終ファイルVIF主成分分析後 (2値sddis追加).csv
"(538, 45)",None,"['log', 'rf', 'gb', 'svm', 'knn', 'mlp', 'nb']",9,"['Maximum_duration_of_Visit', 'Number_of_Visits_per_character', 'Time_to_entry_saccade', 'Number_of_regression', 'extra_difficult_kanzi_words', 'Percentage_of_regular_difficulty_kanzi_words', 'Percentage_of_adnominal_modification_out_of_total_nouns', 'Cossim_model6', 'Norm_model6']","{'final_estimator__C': 5, 'final_estimator__max_iter': 139, 'final_estimator__penalty': 'l2', 'final_estimator__solver': 'sag', 'gb__learning_rate': 0.8415519215568318, 'gb__max_depth': 17, 'gb__min_samples_leaf': 9, 'gb__n_estimators': 73, 'gb__subsample': 0.9936301390260263, 'knn__leaf_size': 81, 'knn__n_neighbors': 8, 'log__C': 4, 'log__max_iter': 176, 'log__penalty': 'l2', 'log__solver': 'liblinear', 'mlp__alpha': 0.04738024103616094, 'mlp__hidden_layer_sizes': (100,), 'mlp__max_iter': 263, 'nb__var_smoothing': 5e-09, 'rf__criterion': 'gini', 'rf__max_depth': 6, 'rf__min_samples_leaf': 0.7761119669939119, 'rf__min_samples_split': 5, 'rf__n_estimators': 12, 'svm__C': 69.25059605373853, 'svm__gamma': 1}","{'log': 0.7658705434406368, 'rf': 0.7620976116303219, 'gb': 0.7527518172377985, 'svm': 0.7620976116303219, 'knn': 0.7658532364139841, 'mlp': 0.732312218760817, 'nb': 0.33449290411907234}",0.8333333333333334,0.8262861169837913,0.8333333333333334,0.8283730158730159,2025-02-14_21-30-13,C:/Users/thisi/OneDrive/共有ファイル/卒研B/データ最終版/2. 最終ファイルVIF主成分分析後 (2値sddis追加).csv
"(538, 45)",None,"['log', 'rf', 'gb', 'svm', 'knn', 'mlp', 'nb']",9,"['Maximum_duration_of_Visit', 'Number_of_Visits_per_character', 'Time_to_entry_saccade', 'Number_of_regression', 'extra_difficult_kanzi_words', 'Percentage_of_regular_difficulty_kanzi_words', 'Percentage_of_adnominal_modification_out_of_total_nouns', 'Cossim_model6', 'Norm_model6']","{'final_estimator__C': 6, 'final_estimator__max_iter': 118, 'final_estimator__penalty': 'l2', 'final_estimator__solver': 'liblinear', 'gb__learning_rate': 0.7268395366682161, 'gb__max_depth': 13, 'gb__min_samples_leaf': 6, 'gb__n_estimators': 101, 'gb__subsample': 0.9113948839140112, 'knn__leaf_size': 80, 'knn__n_neighbors': 8, 'log__C': 2, 'log__max_iter': 125, 'log__penalty': 'l2', 'log__solver': 'liblinear', 'mlp__alpha': 0.004838616608180213, 'mlp__hidden_layer_sizes': (100,), 'mlp__max_iter': 152, 'nb__var_smoothing': 5e-09, 'rf__criterion': 'entropy', 'rf__max_depth': 31, 'rf__min_samples_leaf': 0.23605554497448566, 'rf__min_samples_split': 6, 'rf__n_estimators': 24, 'svm__C': 119.98695542141041, 'svm__gamma': 'scale'}","{'log': 0.7658705434406368, 'rf': 0.7620976116303219, 'gb': 0.7639321564555209, 'svm': 0.7138110072689512, 'knn': 0.7658532364139841, 'mlp': 0.7490827275874004, 'nb': 0.33449290411907234}",0.8240740740740741,0.8165692007797271,0.8240740740740741,0.8012136430215526,2025-02-14_21-32-53,C:/Users/thisi/OneDrive/共有ファイル/卒研B/データ最終版/2. 最終ファイルVIF主成分分析後 (2値sddis追加).csv
"(538, 45)",None,"['log', 'rf', 'gb', 'svm', 'knn', 'mlp', 'nb']",9,"['Maximum_duration_of_Visit', 'Number_of_Visits_per_character', 'Time_to_entry_saccade', 'Number_of_regression', 'extra_difficult_kanzi_words', 'Percentage_of_regular_difficulty_kanzi_words', 'Percentage_of_adnominal_modification_out_of_total_nouns', 'Cossim_model6', 'Norm_model6']","{'final_estimator__C': 2, 'final_estimator__max_iter': 266, 'final_estimator__penalty': 'l2', 'final_estimator__solver': 'sag', 'gb__learning_rate': 0.4221412480290514, 'gb__max_depth': 12, 'gb__min_samples_leaf': 5, 'gb__n_estimators': 129, 'gb__subsample': 0.9586716143034338, 'knn__leaf_size': 22, 'knn__n_neighbors': 9, 'log__C': 5, 'log__max_iter': 61, 'log__penalty': 'l2', 'log__solver': 'lbfgs', 'mlp__alpha': 0.055794294557950735, 'mlp__hidden_layer_sizes': (100, 50), 'mlp__max_iter': 305, 'nb__var_smoothing': 5e-09, 'rf__criterion': 'log_loss', 'rf__max_depth': 72, 'rf__min_samples_leaf': 0.1474493749586545, 'rf__min_samples_split': 6, 'rf__n_estimators': 19, 'svm__C': 65.58303643895296, 'svm__gamma': 'scale'}","{'log': 0.7640186915887851, 'rf': 0.7620976116303219, 'gb': 0.7751298026998962, 'svm': 0.7138110072689512, 'knn': 0.7639840775354794, 'mlp': 0.7230875735548633, 'nb': 0.33449290411907234}",0.7962962962962963,0.7879629629629631,0.7962962962962963,0.7524479877421053,2025-02-14_21-35-35,C:/Users/thisi/OneDrive/共有ファイル/卒研B/データ最終版/2. 最終ファイルVIF主成分分析後 (2値sddis追加).csv
"(538, 45)",None,"['log', 'rf', 'gb', 'svm', 'knn', 'mlp', 'nb']",9,"['Maximum_duration_of_Visit', 'Number_of_Visits_per_character', 'Time_to_entry_saccade', 'Number_of_regression', 'extra_difficult_kanzi_words', 'Percentage_of_regular_difficulty_kanzi_words', 'Percentage_of_adnominal_modification_out_of_total_nouns', 'Cossim_model6', 'Norm_model6']","{'final_estimator__C': 5, 'final_estimator__max_iter': 113, 'final_estimator__penalty': 'l2', 'final_estimator__solver': 'lbfgs', 'gb__learning_rate': 0.3191764244481644, 'gb__max_depth': 11, 'gb__min_samples_leaf': 4, 'gb__n_estimators': 78, 'gb__subsample': 0.5783593205717924, 'knn__leaf_size': 97, 'knn__n_neighbors': 6, 'log__C': 3, 'log__max_iter': 87, 'log__penalty': 'l2', 'log__solver': 'sag', 'mlp__alpha': 0.046711841710779294, 'mlp__hidden_layer_sizes': (100,), 'mlp__max_iter': 75, 'nb__var_smoothing': 1e-08, 'rf__criterion': 'entropy', 'rf__max_depth': 31, 'rf__min_samples_leaf': 0.4231790126114957, 'rf__min_samples_split': 6, 'rf__n_estimators': 17, 'svm__C': 2.273552655964196, 'svm__gamma': 0.001}","{'log': 0.7658705434406368, 'rf': 0.7620976116303219, 'gb': 0.7583766008999654, 'svm': 0.7620976116303219, 'knn': 0.7565420560747663, 'mlp': 0.7491173416407062, 'nb': 0.34006576670128075}",0.8148148148148148,0.8123960695389266,0.8148148148148148,0.7818930041152263,2025-02-14_21-39-29,C:/Users/thisi/OneDrive/共有ファイル/卒研B/データ最終版/2. 最終ファイルVIF主成分分析後 (2値sddis追加).csv
"(538, 45)",None,"['log', 'rf', 'gb', 'svm', 'knn', 'mlp', 'nb']",9,"['Maximum_duration_of_Visit', 'Number_of_Visits_per_character', 'Time_to_entry_saccade', 'Number_of_regression', 'extra_difficult_kanzi_words', 'Percentage_of_regular_difficulty_kanzi_words', 'Percentage_of_adnominal_modification_out_of_total_nouns', 'Cossim_model6', 'Norm_model6']","{'final_estimator__C': 1, 'final_estimator__max_iter': 197, 'final_estimator__penalty': 'l2', 'final_estimator__solver': 'liblinear', 'gb__learning_rate': 0.7324406494220398, 'gb__max_depth': 1, 'gb__min_samples_leaf': 4, 'gb__n_estimators': 174, 'gb__subsample': 0.9025641945567285, 'knn__leaf_size': 77, 'knn__n_neighbors': 7, 'log__C': 4, 'log__max_iter': 258, 'log__penalty': 'l2', 'log__solver': 'lbfgs', 'mlp__alpha': 0.02425776323812151, 'mlp__hidden_layer_sizes': (50,), 'mlp__max_iter': 156, 'nb__var_smoothing': 5e-09, 'rf__criterion': 'entropy', 'rf__max_depth': 85, 'rf__min_samples_leaf': 0.5733051281014123, 'rf__min_samples_split': 3, 'rf__n_estimators': 14, 'svm__C': 51.64085818707584, 'svm__gamma': 1}","{'log': 0.7658705434406368, 'rf': 0.7620976116303219, 'gb': 0.7081516095534787, 'svm': 0.7620976116303219, 'knn': 0.7658359293873312, 'mlp': 0.7435271720318448, 'nb': 0.33449290411907234}",0.7962962962962963,0.8035584604212055,0.7962962962962963,0.7437097423510467,2025-02-14_21-41-48,C:/Users/thisi/OneDrive/共有ファイル/卒研B/データ最終版/2. 最終ファイルVIF主成分分析後 (2値sddis追加).csv
"(538, 45)",None,"['log', 'rf', 'gb', 'svm', 'knn', 'mlp', 'nb']",7,"['Maximum_duration_of_Visit', 'Number_of_Visits_per_character', 'Time_to_entry_saccade', 'Number_of_regression', 'extra_difficult_kanzi_words', 'Percentage_of_regular_difficulty_kanzi_words', 'Percentage_of_adnominal_modification_out_of_total_nouns']","{'final_estimator__C': 8, 'final_estimator__max_iter': 39, 'final_estimator__penalty': 'l2', 'final_estimator__solver': 'lbfgs', 'gb__learning_rate': 0.7056732900330462, 'gb__max_depth': 7, 'gb__min_samples_leaf': 6, 'gb__n_estimators': 61, 'gb__subsample': 0.7453983448781911, 'knn__leaf_size': 16, 'knn__n_neighbors': 4, 'log__C': 8, 'log__max_iter': 243, 'log__penalty': 'l2', 'log__solver': 'liblinear', 'mlp__alpha': 0.06330588126034402, 'mlp__hidden_layer_sizes': (100,), 'mlp__max_iter': 49, 'nb__var_smoothing': 1e-08, 'rf__criterion': 'log_loss', 'rf__max_depth': 25, 'rf__min_samples_leaf': 0.3864844068353783, 'rf__min_samples_split': 5, 'rf__n_estimators': 23, 'svm__C': 115.29017912887637, 'svm__gamma': 'scale'}","{'log': 0.7621495327102804, 'rf': 0.7620976116303219, 'gb': 0.7454309449636551, 'svm': 0.7138110072689512, 'knn': 0.7547075112495673, 'mlp': 0.7453963309103495, 'nb': 0.34006576670128075}",0.8055555555555556,0.8152600974383154,0.8055555555555556,0.7596732350830712,2025-02-14_21-44-51,C:/Users/thisi/OneDrive/共有ファイル/卒研B/データ最終版/2. 最終ファイルVIF主成分分析後 (2値sddis追加).csv
"(538, 45)",None,"['log', 'rf', 'gb', 'svm', 'knn', 'mlp', 'nb']",7,"['Maximum_duration_of_Visit', 'Number_of_Visits_per_character', 'Time_to_entry_saccade', 'Number_of_regression', 'extra_difficult_kanzi_words', 'Percentage_of_regular_difficulty_kanzi_words', 'Percentage_of_adnominal_modification_out_of_total_nouns']","{'final_estimator__C': 7, 'final_estimator__max_iter': 109, 'final_estimator__penalty': 'l2', 'final_estimator__solver': 'sag', 'gb__learning_rate': 0.6216486668122922, 'gb__max_depth': 11, 'gb__min_samples_leaf': 1, 'gb__n_estimators': 265, 'gb__subsample': 0.7460953512857011, 'knn__leaf_size': 22, 'knn__n_neighbors': 10, 'log__C': 8, 'log__max_iter': 70, 'log__penalty': 'l2', 'log__solver': 'liblinear', 'mlp__alpha': 0.08815136382614866, 'mlp__hidden_layer_sizes': (50,), 'mlp__max_iter': 424, 'nb__var_smoothing': 1e-08, 'rf__criterion': 'gini', 'rf__max_depth': 71, 'rf__min_samples_leaf': 0.25689673410476466, 'rf__min_samples_split': 4, 'rf__n_estimators': 24, 'svm__C': 81.25487776776212, 'svm__gamma': 5}","{'log': 0.7621495327102804, 'rf': 0.7620976116303219, 'gb': 0.7639667705088267, 'svm': 0.7620976116303219, 'knn': 0.7621149186569747, 'mlp': 0.7341986846659744, 'nb': 0.34006576670128075}",0.7962962962962963,0.7805744520030236,0.7962962962962963,0.760082304526749,2025-02-14_21-48-26,C:/Users/thisi/OneDrive/共有ファイル/卒研B/データ最終版/2. 最終ファイルVIF主成分分析後 (2値sddis追加).csv
"(538, 45)",None,"['log', 'rf', 'gb', 'svm', 'knn', 'mlp', 'nb']",7,"['Maximum_duration_of_Visit', 'Number_of_Visits_per_character', 'Time_to_entry_saccade', 'Number_of_regression', 'extra_difficult_kanzi_words', 'Percentage_of_regular_difficulty_kanzi_words', 'Percentage_of_adnominal_modification_out_of_total_nouns']","{'final_estimator__C': 9, 'final_estimator__max_iter': 177, 'final_estimator__penalty': 'l2', 'final_estimator__solver': 'lbfgs', 'gb__learning_rate': 0.9831956042537197, 'gb__max_depth': 16, 'gb__min_samples_leaf': 1, 'gb__n_estimators': 149, 'gb__subsample': 0.9520184695817405, 'knn__leaf_size': 78, 'knn__n_neighbors': 11, 'log__C': 1, 'log__max_iter': 231, 'log__penalty': 'l2', 'log__solver': 'liblinear', 'mlp__alpha': 0.08117767680895972, 'mlp__hidden_layer_sizes': (50,), 'mlp__max_iter': 60, 'nb__var_smoothing': 5e-09, 'rf__criterion': 'gini', 'rf__max_depth': 12, 'rf__min_samples_leaf': 0.5008860850711346, 'rf__min_samples_split': 3, 'rf__n_estimators': 12, 'svm__C': 117.3674124276454, 'svm__gamma': 'auto'}","{'log': 0.7658705434406368, 'rf': 0.7620976116303219, 'gb': 0.7676531671858775, 'svm': 0.7119591554170993, 'knn': 0.7621149186569747, 'mlp': 0.7435790931118034, 'nb': 0.33449290411907234}",0.7962962962962963,0.7879629629629631,0.7962962962962963,0.7524479877421053,2025-02-14_21-51-15,C:/Users/thisi/OneDrive/共有ファイル/卒研B/データ最終版/2. 最終ファイルVIF主成分分析後 (2値sddis追加).csv
"(538, 45)",None,"['log', 'rf', 'gb', 'svm', 'knn', 'mlp', 'nb']",7,"['Maximum_duration_of_Visit', 'Number_of_Visits_per_character', 'Time_to_entry_saccade', 'Number_of_regression', 'extra_difficult_kanzi_words', 'Percentage_of_regular_difficulty_kanzi_words', 'Percentage_of_adnominal_modification_out_of_total_nouns']","{'final_estimator__C': 4, 'final_estimator__max_iter': 43, 'final_estimator__penalty': 'l2', 'final_estimator__solver': 'sag', 'gb__learning_rate': 0.3735263700134416, 'gb__max_depth': 8, 'gb__min_samples_leaf': 4, 'gb__n_estimators': 17, 'gb__subsample': 0.7075524823574718, 'knn__leaf_size': 13, 'knn__n_neighbors': 13, 'log__C': 7, 'log__max_iter': 46, 'log__penalty': 'l2', 'log__solver': 'lbfgs', 'mlp__alpha': 0.01212270765285064, 'mlp__hidden_layer_sizes': (100,), 'mlp__max_iter': 291, 'nb__var_smoothing': 1e-08, 'rf__criterion': 'log_loss', 'rf__max_depth': 31, 'rf__min_samples_leaf': 0.980289719364822, 'rf__min_samples_split': 8, 'rf__n_estimators': 21, 'svm__C': 79.14266011590416, 'svm__gamma': 0.001}","{'log': 0.7621495327102804, 'rf': 0.7620976116303219, 'gb': 0.7491346486673589, 'svm': 0.762097611630322, 'knn': 0.7621322256836276, 'mlp': 0.7267220491519557, 'nb': 0.34006576670128075}",0.7962962962962963,0.7805744520030236,0.7962962962962963,0.760082304526749,2025-02-14_21-53-37,C:/Users/thisi/OneDrive/共有ファイル/卒研B/データ最終版/2. 最終ファイルVIF主成分分析後 (2値sddis追加).csv
"(538, 45)",None,"['log', 'rf', 'gb', 'svm', 'knn', 'mlp', 'nb']",7,"['Maximum_duration_of_Visit', 'Number_of_Visits_per_character', 'Time_to_entry_saccade', 'Number_of_regression', 'extra_difficult_kanzi_words', 'Percentage_of_regular_difficulty_kanzi_words', 'Percentage_of_adnominal_modification_out_of_total_nouns']","{'final_estimator__C': 7, 'final_estimator__max_iter': 299, 'final_estimator__penalty': 'l2', 'final_estimator__solver': 'sag', 'gb__learning_rate': 0.11859242544912783, 'gb__max_depth': 9, 'gb__min_samples_leaf': 9, 'gb__n_estimators': 110, 'gb__subsample': 0.9613744147057052, 'knn__leaf_size': 58, 'knn__n_neighbors': 3, 'log__C': 2, 'log__max_iter': 25, 'log__penalty': 'l2', 'log__solver': 'liblinear', 'mlp__alpha': 0.051311231058375636, 'mlp__hidden_layer_sizes': (50,), 'mlp__max_iter': 10, 'nb__var_smoothing': 1e-09, 'rf__criterion': 'gini', 'rf__max_depth': 92, 'rf__min_samples_leaf': 0.16419062338526214, 'rf__min_samples_split': 5, 'rf__n_estimators': 27, 'svm__C': 4.121288897863469, 'svm__gamma': 0.1}","{'log': 0.7658705434406368, 'rf': 0.7620976116303219, 'gb': 0.7750259605399792, 'svm': 0.7546728971962616, 'knn': 0.7397715472481827, 'mlp': 0.7231221876081688, 'nb': 0.31966078227760475}",0.7870370370370371,0.7733511446382734,0.7870370370370371,0.7367849717576492,2025-02-14_21-55-48,C:/Users/thisi/OneDrive/共有ファイル/卒研B/データ最終版/2. 最終ファイルVIF主成分分析後 (2値sddis追加).csv
"(538, 45)",None,"['log', 'rf', 'gb', 'svm', 'knn', 'mlp', 'nb']",7,"['Maximum_duration_of_Visit', 'Number_of_Visits_per_character', 'Time_to_entry_saccade', 'Number_of_regression', 'extra_difficult_kanzi_words', 'Percentage_of_regular_difficulty_kanzi_words', 'Percentage_of_adnominal_modification_out_of_total_nouns']","{'final_estimator__C': 4, 'final_estimator__max_iter': 238, 'final_estimator__penalty': 'l2', 'final_estimator__solver': 'lbfgs', 'gb__learning_rate': 0.7277059903328741, 'gb__max_depth': 8, 'gb__min_samples_leaf': 2, 'gb__n_estimators': 148, 'gb__subsample': 0.8837190104656418, 'knn__leaf_size': 61, 'knn__n_neighbors': 10, 'log__C': 5, 'log__max_iter': 145, 'log__penalty': 'l2', 'log__solver': 'lbfgs', 'mlp__alpha': 0.036661591140734556, 'mlp__hidden_layer_sizes': (50,), 'mlp__max_iter': 67, 'nb__var_smoothing': 1e-09, 'rf__criterion': 'log_loss', 'rf__max_depth': 60, 'rf__min_samples_leaf': 0.7643456200825482, 'rf__min_samples_split': 2, 'rf__n_estimators': 11, 'svm__C': 131.614112160361, 'svm__gamma': 5}","{'log': 0.7640186915887851, 'rf': 0.7620976116303219, 'gb': 0.7620976116303219, 'svm': 0.7620976116303219, 'knn': 0.7621149186569747, 'mlp': 0.7491173416407062, 'nb': 0.31966078227760475}",0.7962962962962963,0.7879629629629631,0.7962962962962963,0.7524479877421053,2025-02-14_21-58-12,C:/Users/thisi/OneDrive/共有ファイル/卒研B/データ最終版/2. 最終ファイルVIF主成分分析後 (2値sddis追加).csv
"(538, 45)",None,"['log', 'rf', 'gb', 'svm', 'knn', 'mlp', 'nb']",7,"['Maximum_duration_of_Visit', 'Number_of_Visits_per_character', 'Time_to_entry_saccade', 'Number_of_regression', 'extra_difficult_kanzi_words', 'Percentage_of_regular_difficulty_kanzi_words', 'Percentage_of_adnominal_modification_out_of_total_nouns']","{'final_estimator__C': 8, 'final_estimator__max_iter': 298, 'final_estimator__penalty': 'l2', 'final_estimator__solver': 'sag', 'gb__learning_rate': 0.7466244381537198, 'gb__max_depth': 8, 'gb__min_samples_leaf': 7, 'gb__n_estimators': 253, 'gb__subsample': 0.8836983058600579, 'knn__leaf_size': 62, 'knn__n_neighbors': 10, 'log__C': 5, 'log__max_iter': 289, 'log__penalty': 'l2', 'log__solver': 'sag', 'mlp__alpha': 0.012265783602928192, 'mlp__hidden_layer_sizes': (100, 50), 'mlp__max_iter': 259, 'nb__var_smoothing': 1e-09, 'rf__criterion': 'entropy', 'rf__max_depth': 40, 'rf__min_samples_leaf': 0.683999881692833, 'rf__min_samples_split': 7, 'rf__n_estimators': 20, 'svm__C': 99.06577092628159, 'svm__gamma': 5}","{'log': 0.7640186915887851, 'rf': 0.7620976116303219, 'gb': 0.7639667705088266, 'svm': 0.7620976116303219, 'knn': 0.7621149186569747, 'mlp': 0.7119072343371408, 'nb': 0.31966078227760475}",0.8055555555555556,0.8007856341189673,0.8055555555555556,0.7674647022713321,2025-02-14_22-02-07,C:/Users/thisi/OneDrive/共有ファイル/卒研B/データ最終版/2. 最終ファイルVIF主成分分析後 (2値sddis追加).csv
"(538, 45)",None,"['log', 'rf', 'gb', 'svm', 'knn', 'mlp', 'nb']",7,"['Maximum_duration_of_Visit', 'Number_of_Visits_per_character', 'Time_to_entry_saccade', 'Number_of_regression', 'extra_difficult_kanzi_words', 'Percentage_of_regular_difficulty_kanzi_words', 'Percentage_of_adnominal_modification_out_of_total_nouns']","{'final_estimator__C': 7, 'final_estimator__max_iter': 179, 'final_estimator__penalty': 'l2', 'final_estimator__solver': 'lbfgs', 'gb__learning_rate': 0.8755227887321249, 'gb__max_depth': 6, 'gb__min_samples_leaf': 6, 'gb__n_estimators': 200, 'gb__subsample': 0.6696767205417623, 'knn__leaf_size': 45, 'knn__n_neighbors': 5, 'log__C': 5, 'log__max_iter': 165, 'log__penalty': 'l2', 'log__solver': 'sag', 'mlp__alpha': 0.07464148392649841, 'mlp__hidden_layer_sizes': (100, 50), 'mlp__max_iter': 126, 'nb__var_smoothing': 1e-08, 'rf__criterion': 'gini', 'rf__max_depth': 29, 'rf__min_samples_leaf': 0.8677102212787053, 'rf__min_samples_split': 9, 'rf__n_estimators': 21, 'svm__C': 54.49840519813877, 'svm__gamma': 5}","{'log': 0.7640186915887851, 'rf': 0.7620976116303219, 'gb': 0.7416926272066459, 'svm': 0.7620976116303219, 'knn': 0.747196261682243, 'mlp': 0.7268258913118727, 'nb': 0.34006576670128075}",0.7870370370370371,0.7663673774784885,0.7870370370370371,0.7453184834400304,2025-02-14_22-04-59,C:/Users/thisi/OneDrive/共有ファイル/卒研B/データ最終版/2. 最終ファイルVIF主成分分析後 (2値sddis追加).csv
"(538, 45)",None,"['log', 'rf', 'gb', 'svm', 'knn', 'mlp', 'nb']",7,"['Maximum_duration_of_Visit', 'Number_of_Visits_per_character', 'Time_to_entry_saccade', 'Number_of_regression', 'extra_difficult_kanzi_words', 'Percentage_of_regular_difficulty_kanzi_words', 'Percentage_of_adnominal_modification_out_of_total_nouns']","{'final_estimator__C': 3, 'final_estimator__max_iter': 90, 'final_estimator__penalty': 'l2', 'final_estimator__solver': 'sag', 'gb__learning_rate': 0.6083993701813263, 'gb__max_depth': 12, 'gb__min_samples_leaf': 6, 'gb__n_estimators': 10, 'gb__subsample': 0.7178787224057692, 'knn__leaf_size': 29, 'knn__n_neighbors': 5, 'log__C': 7, 'log__max_iter': 249, 'log__penalty': 'l2', 'log__solver': 'liblinear', 'mlp__alpha': 0.032499187598017724, 'mlp__hidden_layer_sizes': (100,), 'mlp__max_iter': 241, 'nb__var_smoothing': 5e-09, 'rf__criterion': 'entropy', 'rf__max_depth': 37, 'rf__min_samples_leaf': 0.5795073801159202, 'rf__min_samples_split': 4, 'rf__n_estimators': 10, 'svm__C': 66.29098049069775, 'svm__gamma': 'scale'}","{'log': 0.7621495327102804, 'rf': 0.7620976116303219, 'gb': 0.7138283142956039, 'svm': 0.7138110072689512, 'knn': 0.747196261682243, 'mlp': 0.737902388369678, 'nb': 0.33449290411907234}",0.8055555555555556,0.8152600974383154,0.8055555555555556,0.7596732350830712,2025-02-14_22-07-34,C:/Users/thisi/OneDrive/共有ファイル/卒研B/データ最終版/2. 最終ファイルVIF主成分分析後 (2値sddis追加).csv
"(538, 45)",None,"['log', 'rf', 'gb', 'svm', 'knn', 'mlp', 'nb']",7,"['Maximum_duration_of_Visit', 'Number_of_Visits_per_character', 'Time_to_entry_saccade', 'Number_of_regression', 'extra_difficult_kanzi_words', 'Percentage_of_regular_difficulty_kanzi_words', 'Percentage_of_adnominal_modification_out_of_total_nouns']","{'final_estimator__C': 3, 'final_estimator__max_iter': 122, 'final_estimator__penalty': 'l2', 'final_estimator__solver': 'lbfgs', 'gb__learning_rate': 0.09073652364191241, 'gb__max_depth': 3, 'gb__min_samples_leaf': 9, 'gb__n_estimators': 115, 'gb__subsample': 0.8237932816512817, 'knn__leaf_size': 60, 'knn__n_neighbors': 4, 'log__C': 1, 'log__max_iter': 247, 'log__penalty': 'l2', 'log__solver': 'liblinear', 'mlp__alpha': 0.06387727935128944, 'mlp__hidden_layer_sizes': (100, 50), 'mlp__max_iter': 356, 'nb__var_smoothing': 1e-08, 'rf__criterion': 'gini', 'rf__max_depth': 59, 'rf__min_samples_leaf': 0.9732356868309117, 'rf__min_samples_split': 2, 'rf__n_estimators': 26, 'svm__C': 142.82270254828475, 'svm__gamma': 0.1}","{'log': 0.7658705434406368, 'rf': 0.7620976116303219, 'gb': 0.7769643475250952, 'svm': 0.7546728971962616, 'knn': 0.7547075112495673, 'mlp': 0.7286950501903774, 'nb': 0.34006576670128075}",0.7962962962962963,0.7879629629629631,0.7962962962962963,0.7524479877421053,2025-02-14_22-10-47,C:/Users/thisi/OneDrive/共有ファイル/卒研B/データ最終版/2. 最終ファイルVIF主成分分析後 (2値sddis追加).csv
