文章,主観難易度,興味度,読者の語彙量,Total_duration_of_fixations,Average_duration_of_fixations,Minimum_duration_of_fixations,Maximum_duration_of_fixations,Number_of_fixations,Time_to_first_fixation,Duration_of_first_fixation,Average_pupil_diameter,Total_duration_of_whole_fixations,Average_duration_of_whole_fixations,Minimum_duration_of_whole_fixations,Maximum_duration_of_whole_fixations,Number_of_whole_fixations,Time_to_first_whole_fixation,Duration_of_first_whole_fixation,Average_whole-fixation_pupil_diameter,Total_duration_of_Visit,Average_duration_of_Visit,Minimum_duration_of_Visit,Maximum_duration_of_Visit,Number_of_Visits,Time_to_first_Visit,Duration_of_first_Visit,Number_of_saccades_in_AOI,Time_to_entry_saccade,Time_to_exit_saccade,Peak_velocity_of_entry_saccade,Peak_velocity_of_exit_saccade,Number_of_units,First-pass_first_fixation_duration,First-pass_duration,Selective_regression-path_duration,First-pass_regression,Total_duration_of_fixations.1,Regression-path_duration,Re-reading_duration,Number_of_regression,カタカナ語使用率（動詞のみ）,カタカナ語使用率（動詞のみ）（分子）,カタカナ語使用率（名詞のみ）,カタカナ語使用率（名詞のみ）（分子）,初級語彙の数,初級語彙の比率（％）,延べ語数,文の長さの平均（文字数）,文の長さの平均（語数）,漢字使用率,漢字使用率（分子）,漢字語彙難易度（低）,漢字語彙難易度（低）（分子）,漢字語彙難易度（外）,漢字語彙難易度（外）（分子）,漢字語彙難易度（常）,漢字語彙難易度（常）（分子）,漢字語彙難易度（高）,漢字語彙難易度（高）（分子）,漢字難易度（低）,漢字難易度（低）（分子）,漢字難易度（外）,漢字難易度（外）（分子）,漢字難易度（常）,漢字難易度（常）（分子）,漢字難易度（高）,漢字難易度（高）（分子）,漢語使用率（動詞のみ）,漢語使用率（動詞のみ）（分子）,漢語使用率（名詞のみ）,漢語使用率（名詞のみ）（分子）,漢語使用率（名詞＋動詞）,漢語使用率（名詞＋動詞）（分子）,総名詞数,総文字数,複合名詞句の長さの平均,連体修飾句の長さ（文字数）,連体修飾句の長さ（語数）,連体修飾率,連体修飾率（分子）,高頻度語使用率（延べ語）,高頻度語使用率（延べ語）（分子）,Cossim_model1,Cossim_model2,Cossim_model3,Cossim_model4,Cossim_model5,Cossim_model6,Norm_model1,Norm_model2,Norm_model3,Norm_model4,Norm_model5,Norm_model6,Avecossim_model1,Avecossim_model2,Avecossim_model3,Avecossim_model4,Avecossim_model5,Avecossim_model6
23,8.141,58.782,67026,769,256.0,191.0,295.0,3,31037.0,191.0,2.96598,769,256.0,191.0,295.0,3,31037.0,191.0,2.96598,817,817.0,817.0,817.0,1,31037.0,817.0,2,30985.0,31853.0,354.32,232.5,1,191.0,769.0,769.0,1.0,769.0,6099.0,5330.0,2,0.0,0,0.0,0,23,76.67,29,52.0,29.0,0.38,20,0.11,1,0.0,0,0.11,1,0.78,7,0.4,8,0.0,0,0.05,1,0.55,11,0.0,0,0.9,9,0.75,9,10,52,3.5,37,20,0.14,1,0.86,25,0.3644737,0.8571223,0.8916339,0.89928377,0.8841841,0.8789509,17.621428,11.997795,13.796648,7.704793,14.972043,9.672531,0.60793155,0.9058671,0.95007074,0.9457969,0.93135273,0.93961394
23,5.833,58.782,67026,1395,233.0,112.0,564.0,6,564.0,165.0,3.1366,1204,241.0,112.0,564.0,5,564.0,165.0,3.16221,1658,829.0,785.0,872.0,2,564.0,872.0,3,544.0,1436.0,89.94,62.58,1,0.0,0.0,0.0,0.9977685863012344,1395.0,0.0,0.0,0,0.0,0,0.0,0,14,66.67,21,36.0,21.0,0.39,14,0.33,2,0.0,0,0.0,0,0.5,3,0.71,10,0.0,0,0.07,1,0.21,3,0.0,0,0.86,6,0.55,6,7,36,6.0,5,3,0.2,1,0.81,17,0.326916,0.8477328,0.9031498,0.90448886,0.8869152,0.8743798,17.768091,11.651423,13.689525,7.7733073,14.346523,10.281529,0.5375735,0.93211555,0.93515533,0.9386438,0.946115,0.93598855
23,9.167,58.782,67026,3017,201.0,115.0,311.0,15,159.0,175.0,3.21243,3017,201.0,115.0,311.0,15,159.0,175.0,3.21243,3761,1880.0,385.0,3376.0,2,159.0,385.0,11,129.0,544.0,239.41,89.94,1,175.0,363.0,3017.0,1.0,3017.0,3657.0,3293.0,3,0.0,0,0.0,0,14,66.67,23,46.0,23.0,0.24,11,0.0,0,0.0,0,0.5,2,0.25,1,0.64,7,0.0,0,0.27,3,0.09,1,0.0,0,0.57,4,0.36,4,7,46,7.0,6,2,0.2,1,0.7,16,0.29695186,0.86944693,0.89294624,0.90817463,0.9179054,0.8947627,16.137373,11.421251,13.367464,7.1499605,13.832913,9.865936,0.5436522,0.93754774,0.9565225,0.9660107,0.95595056,0.94834214
23,1.09,58.782,67026,1428,179.0,79.0,288.0,8,4856.0,288.0,3.10361,1428,179.0,79.0,288.0,8,4856.0,288.0,3.10361,1596,1596.0,1596.0,1596.0,1,4856.0,1596.0,7,4829.0,18465.48829386217,172.69,157.07347318732602,1,288.0,1428.0,1428.0,0.0,1428.0,1428.0,0.0,1,0.0,0,0.08,1,21,63.64,35,30.5,17.5,0.28,17,0.14,1,0.0,0,0.0,0,0.71,5,0.47,8,0.0,0,0.06,1,0.47,8,0.2,1,0.5,6,0.41,7,12,61,3.0,30,17,0.2,2,0.77,27,0.4139302,0.9003235,0.9284174,0.9484701,0.94082314,0.92906797,14.19264,11.393091,13.386433,7.2455554,13.848987,10.214127,0.7074724,0.95050275,0.9574653,0.96780205,0.9635999,0.95201206
23,1.346,58.782,67026,1762,196.0,83.0,296.0,9,6611.0,83.0,3.14454,1762,196.0,83.0,296.0,9,6611.0,83.0,3.14454,2346,1173.0,158.0,2188.0,2,6611.0,2188.0,5,10682.0,8800.0,112.72,319.27,1,83.0,1604.0,1604.0,0.0,1762.0,1604.0,0.0,1,0.0,0,0.0,0,17,77.27,24,35.0,24.0,0.31,11,0.2,1,0.0,0,0.0,0,0.6,3,0.73,8,0.0,0,0.0,0,0.27,3,0.25,1,0.67,4,0.5,5,6,35,0.0,12,7,0.33,2,0.83,20,0.32175905,0.85313255,0.8996019,0.9054973,0.82654345,0.8515222,18.089865,11.8463955,13.574095,7.5033903,12.397152,9.884085,0.4008792,0.9000486,0.92122096,0.92355645,0.86130977,0.8917946
23,25.192,58.782,67026,3387,212.0,120.0,392.0,16,9029.0,370.0,3.03828,3387,212.0,120.0,392.0,16,9029.0,370.0,3.03828,4141,1380.0,445.0,2042.0,3,9029.0,1653.0,10,9008.0,10682.0,90.33,112.72,1,370.0,1374.0,2973.0,1.0,3387.0,3131.0,1757.0,3,0.0,0,0.0,0,13,92.86,16,24.0,16.0,0.25,6,0.0,0,0.0,0,0.0,0,1.0,1,0.33,2,0.0,0,0.0,0,0.67,4,0.0,0,0.17,1,0.14,1,6,24,3.0,10,7,0.25,1,0.81,13,0.19590797,0.8497367,0.8778287,0.87846076,0.8011054,0.85204965,14.50823,11.285375,13.049008,6.9940777,13.784622,9.5388975,0.6883108,0.9580839,0.9626869,0.96588993,0.9668713,0.96549016
23,9.551,58.782,67026,6414,247.0,119.0,849.0,26,13145.0,357.0,2.97918,6414,247.0,119.0,849.0,26,13145.0,357.0,2.97918,7600,1900.0,332.0,4246.0,4,13145.0,4246.0,19,13122.0,17390.0,106.87,112.4,1,357.0,4276.0,4276.0,0.0,6414.0,4276.0,0.0,3,0.0,0,0.0,0,32,61.54,63,102.0,63.0,0.38,39,0.32,7,0.0,0,0.14,3,0.41,9,0.59,23,0.0,0,0.08,3,0.33,13,0.75,3,0.7,19,0.71,22,27,102,4.4,46,27,0.17,3,0.6,38,0.5499939,0.9230202,0.9275337,0.9510402,0.93901044,0.9263608,15.765372,11.580984,13.347074,7.069514,13.197467,9.800953,0.6333948,0.95287216,0.95789,0.9719416,0.9668555,0.95460486
23,13.013,58.782,67026,1842,205.0,77.0,290.0,9,19141.0,184.0,2.97228,1842,205.0,77.0,290.0,9,19141.0,184.0,2.97228,2059,1030.0,412.0,1647.0,2,19141.0,412.0,7,19119.0,21835.0,93.93,77.61,1,184.0,382.0,1842.0,1.0,1842.0,5150.0,4768.0,2,0.0,0,0.0,0,17,94.44,20,33.0,20.0,0.12,4,1.0,1,0.0,0,0.0,0,0.0,0,0.75,3,0.25,1,0.0,0,0.0,0,0.0,0,0.33,1,0.2,1,3,33,0.0,8,3,0.67,2,0.85,17,0.5587442,0.8770018,0.9282665,0.9457028,0.9166947,0.90531224,15.961293,11.649108,12.849419,7.005206,12.969374,10.141871,0.66348696,0.92886645,0.9589536,0.9580211,0.93541485,0.9423793
23,13.654,58.782,67026,4348,242.0,117.0,553.0,18,0.0,117.0,3.07503,3677,230.0,124.0,451.0,16,134.0,124.0,3.06735,4937,2469.0,553.0,4384.0,2,0.0,4384.0,14,23098.0,4384.0,100.6,285.01,1,117.0,3795.0,3795.0,0.0,4348.0,3795.0,0.0,3,0.0,0,0.0,0,26,76.47,33,55.0,33.0,0.31,17,0.25,2,0.0,0,0.38,3,0.25,2,0.59,10,0.0,0,0.18,3,0.24,4,0.25,1,0.64,7,0.53,8,11,55,4.0,24,14,0.2,2,0.82,27,0.4626956,0.8954087,0.923902,0.9225874,0.8951213,0.8983534,16.115885,11.449205,13.247783,7.262506,13.00649,9.863227,0.6916794,0.9507501,0.9572049,0.9683858,0.954102,0.9495449
23,14.295,58.782,67026,3106,259.0,157.0,465.0,12,4447.0,242.0,2.92367,3106,259.0,157.0,465.0,12,4447.0,242.0,2.92367,3305,826.0,200.0,2403.0,4,4447.0,2403.0,8,4384.0,6850.0,285.01,279.45,1,242.0,2249.0,2249.0,0.0,3106.0,2249.0,0.0,1,0.0,0,0.0,0,6,100.0,8,12.0,8.0,0.25,3,0.0,0,0.0,0,0.0,0,0.0,0,1.0,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3,12,0.0,6,4,0.33,1,0.75,6,0.68148196,0.91169643,0.93425447,0.9467939,0.91944504,0.9192202,17.122728,11.487783,13.496082,7.2174597,12.828067,9.751204,0.6987565,0.94903076,0.95318455,0.9661689,0.95265883,0.95595807
23,4.423,58.782,67026,2146,215.0,162.0,311.0,10,6902.0,162.0,2.83509,2146,215.0,162.0,311.0,10,6902.0,162.0,2.83509,2307,769.0,162.0,1695.0,3,6902.0,162.0,7,6850.0,8071.0,279.45,117.48,1,162.0,162.0,2146.0,1.0,2146.0,2624.0,2462.0,4,0.0,0,0.0,0,33,76.74,47,75.0,47.0,0.4,30,0.42,5,0.0,0,0.17,2,0.33,4,0.63,19,0.0,0,0.13,4,0.23,7,0.17,1,0.69,11,0.55,12,16,75,3.33,27,16,0.25,3,0.74,35,0.37387085,0.9080493,0.90961766,0.9391126,0.9083155,0.89631134,17.91941,11.441922,13.0929985,7.0651865,13.31039,9.853329,0.53452045,0.95147955,0.95653397,0.9741257,0.9516631,0.94042265
23,16.731,58.782,67026,4415,221.0,111.0,342.0,20,10536.0,267.0,2.92189,4415,221.0,111.0,342.0,20,10536.0,267.0,2.92189,5123,2562.0,202.0,4921.0,2,10536.0,4921.0,16,16455.0,15456.0,119.29,333.62,1,267.0,4212.0,4212.0,0.0,4415.0,4212.0,0.0,5,0.0,0,0.0,0,8,72.73,11,19.0,11.0,0.32,6,0.0,0,0.0,0,0.33,1,0.67,2,0.33,2,0.0,0,0.17,1,0.5,3,0.0,0,0.6,3,0.5,3,5,19,4.5,7,5,0.33,1,0.73,8,0.32410288,0.92695695,0.935375,0.9589188,0.916882,0.9101919,15.4985285,11.46553,12.89841,7.03376,13.233609,9.719518,0.6372513,0.9641941,0.9682761,0.97563857,0.95556235,0.9647848
23,8.397,58.782,67026,1246,249.0,170.0,370.0,5,15509.0,223.0,2.95613,1246,249.0,170.0,370.0,5,15509.0,223.0,2.95613,1316,658.0,370.0,946.0,2,15509.0,946.0,3,15456.0,16455.0,333.62,119.29,1,223.0,876.0,1246.0,1.0,1246.0,1448.0,572.0,2,0.0,0,0.0,0,6,54.55,14,24.0,14.0,0.38,9,0.33,1,0.0,0,0.33,1,0.33,1,0.56,5,0.0,0,0.22,2,0.22,2,0.0,0,0.75,3,0.6,3,4,24,5.0,11,7,0.5,1,0.64,9,0.59293467,0.9212496,0.93737143,0.94837594,0.9178642,0.9183234,14.978219,11.618104,13.338598,7.245882,13.08173,9.508688,0.7091815,0.94511336,0.94887036,0.96238536,0.940856,0.9392977
23,1.603,58.782,67026,1527,255.0,129.0,425.0,6,17316.0,368.0,2.93552,1527,255.0,129.0,425.0,6,17316.0,368.0,2.93552,1841,920.0,610.0,1231.0,2,17316.0,1231.0,3,20370.0,18547.0,148.08,216.52,1,368.0,1160.0,1160.0,0.0,1527.0,1160.0,0.0,1,0.0,0,0.25,2,14,70.0,26,43.0,26.0,0.19,8,0.0,0,0.0,0,0.0,0,0.67,2,0.38,3,0.0,0,0.12,1,0.5,4,0.33,1,0.25,2,0.27,3,8,43,6.0,33,19,0.14,1,0.69,18,0.30826882,0.8559425,0.8819212,0.90622985,0.8183341,0.8451378,17.77034,11.968829,13.7113695,7.540323,13.450382,10.276888,0.39289412,0.9174367,0.9333422,0.9502966,0.8839439,0.9186459
23,1.474,58.782,67026,2662,242.0,95.0,448.0,11,18591.0,190.0,3.04932,2662,242.0,95.0,448.0,11,18591.0,190.0,3.04932,3077,1539.0,1298.0,1779.0,2,18591.0,1779.0,8,18547.0,20370.0,216.52,148.08,1,190.0,1445.0,2662.0,1.0,2662.0,3961.0,2516.0,4,0.0,0,0.33,2,11,61.11,22,37.0,22.0,0.16,6,0.5,1,0.0,0,0.0,0,0.5,1,0.83,5,0.0,0,0.0,0,0.17,1,0.0,0,0.33,2,0.25,2,6,37,6.0,23,11,0.2,1,0.55,12,0.27670756,0.8752506,0.893609,0.9388344,0.85338134,0.90336335,16.386646,11.704469,12.887163,7.3945317,14.097563,10.1376915,0.33338523,0.92583627,0.9198657,0.94808316,0.89824766,0.9291779
15,11.218,83.91,67026,6635,316.0,81.0,1170.0,21,540.0,147.0,3.00828,5465,273.0,81.0,637.0,20,540.0,147.0,2.91415,7747,2582.0,217.0,6360.0,3,540.0,6360.0,14,520.0,26577.0,80.96,143.13,1,0.0,0.0,0.0,0.9975071304341091,6635.0,0.0,0.0,0,0.0,0,0.0,0,9,56.25,18,27.0,18.0,0.56,15,0.38,3,0.0,0,0.0,0,0.5,4,0.73,11,0.0,0,0.0,0,0.27,4,0.5,1,0.88,7,0.8,8,8,27,3.5,24,16,0.17,1,0.56,10,0.51093058,0.872412703,0.89594347,0.915344717,0.879985222,0.881122514,17.87896,12.021038,13.379013,7.7579446,15.153301,10.756509,0.8203372,0.923652,0.9321896,0.951822,0.944711,0.930859
15,11.859,83.91,67026,11192,295.0,89.0,820.0,38,335.0,185.0,3.16992,11192,295.0,89.0,820.0,38,335.0,185.0,3.16992,13573,1939.0,185.0,6662.0,7,335.0,185.0,23,11412.0,520.0,67.15,80.96,1,0.0,0.0,0.0,0.997270041553743,11192.0,0.0,0.0,0,0.0,0,0.0,0,13,81.25,19,31.0,19.0,0.29,9,0.5,1,0.0,0,0.5,1,0.0,0,0.78,7,0.0,0,0.11,1,0.11,1,0.0,0,0.33,2,0.33,2,6,31,0.0,22,13,0.4,2,0.79,15,0.6831311,0.8863677,0.9104976,0.92406607,0.9029969,0.8971759,15.990316,11.487682,12.964677,7.1111383,13.424028,10.438055,0.8299787,0.95474154,0.9691171,0.96914095,0.9642013,0.96071035
15,1.859,83.91,67026,4612,256.0,82.0,767.0,18,11170.0,242.0,3.16494,4612,256.0,82.0,767.0,18,11170.0,242.0,3.16494,5065,844.0,99.0,3461.0,6,11170.0,242.0,11,11142.0,11412.0,172.8,67.15,1,0.0,0.0,0.0,0.998281830957584,4612.0,0.0,0.0,0,0.0,0,0.0,0,39,72.22,56,84.0,56.0,0.42,35,0.45,9,0.0,0,0.05,1,0.2,4,0.77,27,0.0,0,0.03,1,0.2,7,0.45,5,0.88,15,0.71,20,17,84,5.0,42,26,0.33,5,0.79,44,0.30050686,0.8446772,0.8708307,0.8663241,0.8551485,0.8561781,16.707619,11.529762,13.307884,7.5564804,14.128052,10.151681,0.4670244,0.90146756,0.91976655,0.92465407,0.9021036,0.90960735
15,22.628,83.91,67026,13490,245.0,88.0,602.0,55,21939.0,203.0,3.1229,12684,249.0,88.0,602.0,51,21939.0,203.0,3.11499,17333,4333.0,198.0,9522.0,4,21939.0,3452.0,39,21861.0,43729.0,294.21,382.46,1,0.0,0.0,0.0,1.002617367200595,13490.0,0.0,0.0,0,0.0,0,0.0,0,14,58.33,33,48.0,33.0,0.56,27,0.33,4,0.0,0,0.33,4,0.25,3,0.59,16,0.0,0,0.15,4,0.26,7,0.5,1,0.73,11,0.71,12,15,48,3.67,40,28,0.18,2,0.52,17,0.24390416,0.86854243,0.88809204,0.8632359,0.8544099,0.8426074,14.973424,11.377768,12.716902,7.177239,13.338447,10.012644,0.74085367,0.9409991,0.9570264,0.946097,0.9398251,0.9259148
15,12.628,83.91,67026,13142,243.0,79.0,642.0,54,0.0,272.0,3.11057,12782,246.0,79.0,642.0,52,38814.0,221.0,3.09568,16928,3386.0,82.0,13329.0,5,0.0,272.0,37,43729.0,57128.0,382.46,323.38,1,272.0,272.0,11199.0,1.0,13142.0,44428.0,44156.0,4,0.0,0,0.0,0,7,46.67,22,25.0,22.0,0.68,17,0.71,5,0.0,0,0.14,1,0.14,1,0.76,13,0.12,2,0.06,1,0.06,1,0.0,0,0.54,7,0.54,7,13,25,3.75,6,5,0.2,1,0.36,8,0.5246628,0.8873005,0.9064241,0.9156617,0.8794767,0.8698965,15.5279,11.603992,12.826163,7.0276403,13.846373,10.586844,0.7680778,0.94743913,0.95426154,0.96047604,0.9447113,0.93267226
15,25.192,83.91,67026,4897,223.0,83.0,429.0,22,57199.0,129.0,3.1808,4897,223.0,83.0,429.0,22,57199.0,129.0,3.1808,6382,1276.0,83.0,3794.0,5,57199.0,129.0,12,57128.0,59567.0,323.38,76.73,1,129.0,129.0,4337.0,1.0,4897.0,6280.0,6151.0,4,0.0,0,0.0,0,12,80.0,17,24.0,17.0,0.38,9,0.75,3,0.0,0,0.0,0,0.25,1,0.89,8,0.0,0,0.0,0,0.11,1,0.0,0,0.67,4,0.57,4,6,24,0.0,14,10,0.17,1,0.65,11,0.6697771,0.9070701,0.91214734,0.9293605,0.896853,0.8930424,15.961021,11.468518,13.31623,7.3427973,14.1756315,10.193836,0.7879906,0.94682705,0.95330477,0.9621144,0.9506404,0.9528774
15,27.628,83.91,67026,10747,250.0,101.0,526.0,43,65979.0,278.0,3.1591,9987,250.0,101.0,526.0,40,65979.0,278.0,3.14407,14451,2890.0,352.0,6347.0,5,65979.0,3483.0,30,65953.0,69462.0,165.49,47.99,1,278.0,2374.0,10747.0,1.0,10747.0,14007.0,11633.0,4,0.0,0,0.0,0,11,52.38,26,37.0,26.0,0.49,18,0.3,3,0.0,0,0.1,1,0.5,5,0.61,11,0.0,0,0.06,1,0.33,6,0.5,1,0.82,9,0.77,10,11,37,3.67,26,17,0.29,2,0.73,19,0.47624746,0.8960409,0.917127,0.92990965,0.9091182,0.9124724,15.23028,11.644708,13.00762,7.07766,13.479647,10.079582,0.70555395,0.95744795,0.96897215,0.97259235,0.969156,0.9611665
15,35.449,83.91,67026,2709,246.0,137.0,498.0,11,338.0,137.0,3.2726,2709,246.0,137.0,498.0,11,338.0,137.0,3.2726,2969,594.0,382.0,967.0,5,338.0,382.0,5,312.0,3408.0,159.84,129.5,1,0.0,0.0,0.0,0.9946080673045641,2709.0,0.0,0.0,0,0.0,0,0.0,0,20,74.07,26,41.0,26.0,0.41,17,0.29,2,0.0,0,0.0,0,0.57,4,0.53,9,0.0,0,0.0,0,0.47,8,0.25,1,0.67,6,0.54,7,9,41,0.0,34,21,0.14,1,0.85,22,0.4423106,0.90071267,0.92492044,0.9472267,0.9026951,0.908858,16.708574,11.616317,13.095708,7.1901116,12.759482,10.140739,0.7838215,0.9424925,0.9504477,0.96933347,0.9445825,0.947053
15,29.808,83.91,67026,8704,242.0,68.0,879.0,36,173.0,139.0,3.19458,8512,243.0,68.0,879.0,35,173.0,139.0,3.19268,10259,1466.0,139.0,5847.0,7,173.0,139.0,23,146.0,312.0,136.2,159.84,1,0.0,0.0,0.0,1.0005504421726157,8704.0,0.0,0.0,0,0.0,0,0.0,0,23,85.19,31,45.0,31.0,0.33,15,1.0,6,0.0,0,0.0,0,0.0,0,0.93,14,0.0,0,0.0,0,0.07,1,0.0,0,0.43,6,0.33,6,14,45,2.5,29,20,0.25,2,0.52,16,0.58185387,0.8900196,0.9001333,0.9465726,0.9041079,0.90662825,16.288565,11.486403,13.036568,7.212713,13.68212,10.622536,0.76410055,0.9403864,0.95487064,0.96773857,0.9541526,0.94574434
15,5.833,83.91,67026,1114,186.0,89.0,339.0,6,0.0,146.0,3.03045,968,194.0,89.0,339.0,5,12148.0,193.0,2.9535,1272,636.0,146.0,1126.0,2,0.0,146.0,3,12095.0,146.0,389.4,136.2,1,146.0,146.0,1114.0,1.0,1114.0,934.0,788.0,1,0.0,0,0.0,0,36,70.59,54,84.0,54.0,0.43,36,0.33,6,0.0,0,0.22,4,0.33,6,0.58,21,0.0,0,0.11,4,0.31,11,0.14,1,0.89,17,0.69,18,19,84,3.25,42,27,0.13,2,0.8,43,0.45701444,0.8222698,0.8723024,0.9103763,0.8799523,0.84744376,16.551323,12.305376,13.525172,7.4881797,13.169537,9.516976,0.7397726,0.89485836,0.9324309,0.9510901,0.93714637,0.91739357
15,24.679,83.91,67026,4490,204.0,89.0,402.0,22,13341.0,188.0,2.94302,4163,208.0,125.0,402.0,20,13341.0,188.0,2.91111,5062,1266.0,89.0,4211.0,4,13341.0,4211.0,17,13274.0,17551.0,364.78,347.15,1,0.0,0.0,0.0,0.9987116985859953,4490.0,0.0,0.0,0,0.0,0,0.0,0,35,85.37,44,60.0,44.0,0.32,19,0.64,7,0.0,0,0.0,0,0.27,3,0.84,16,0.0,0,0.0,0,0.16,3,0.17,1,0.45,10,0.39,11,22,60,3.6,27,20,0.3,3,0.61,27,0.6377674,0.8709055,0.8994472,0.9061146,0.892414,0.8905456,15.716998,11.6758795,12.673337,7.03813,13.323796,10.24228,0.67531574,0.9572808,0.95388347,0.965597,0.9531776,0.9588357
15,31.859,83.91,67026,4912,205.0,111.0,322.0,24,17621.0,187.0,2.9873,4912,205.0,111.0,322.0,24,17621.0,187.0,2.9873,5692,1423.0,132.0,3333.0,4,17621.0,1439.0,19,17551.0,19061.0,347.15,290.78,2,0.0,0.0,0.0,0.9962172586864944,4912.0,0.0,0.0,0,0.0,0,0.0,0,28,70.0,45,64.0,45.0,0.47,30,0.35,6,0.0,0,0.18,3,0.41,7,0.53,16,0.0,0,0.1,3,0.37,11,0.12,1,0.94,16,0.68,17,17,64,3.5,41,28,0.14,2,0.71,32,0.46473733,0.8927516,0.90072274,0.9217104,0.88236934,0.8781677,17.32019,11.777926,13.4543915,7.3156905,14.538064,9.866826,0.7880424,0.9487943,0.9627302,0.9710654,0.95251304,0.94459444
15,83.397,83.91,67026,4277,214.0,62.0,597.0,20,19106.0,184.0,2.95687,4213,222.0,62.0,597.0,19,19106.0,184.0,2.956,5189,1038.0,412.0,2598.0,5,19106.0,412.0,11,19061.0,19519.0,290.78,128.61,1,0.0,0.0,0.0,1.003224149871397,4277.0,0.0,0.0,0,0.0,0,0.0,0,36,81.82,57,68.0,57.0,0.32,22,1.0,9,0.0,0,0.0,0,0.0,0,0.86,19,0.0,0,0.0,0,0.14,3,0.0,0,0.32,9,0.3,9,28,68,3.62,50,43,0.27,4,0.47,27,0.43140617,0.82783026,0.8360032,0.8563025,0.83011115,0.80720246,16.48456,11.856638,13.789252,7.9870925,14.802285,11.870697,0.5291857,0.8701361,0.8496782,0.8615382,0.85788244,0.81391126
15,25.705,83.91,67026,1672,239.0,84.0,467.0,7,23826.0,467.0,2.94177,1672,239.0,84.0,467.0,7,23826.0,467.0,2.94177,1731,433.0,111.0,835.0,4,23826.0,467.0,3,23801.0,24292.0,143.06,123.08,1,0.0,0.0,0.0,1.0009915762332995,1672.0,0.0,0.0,0,0.0,0,0.0,0,15,53.57,37,52.0,37.0,0.35,18,0.38,3,0.0,0,0.0,0,0.5,4,0.56,10,0.0,0,0.0,0,0.44,8,0.5,1,0.5,7,0.5,8,14,52,4.0,23,13,0.18,2,0.57,21,0.646442,0.78882587,0.83066845,0.8766857,0.8369207,0.80407035,17.435617,11.990504,13.353459,7.260949,12.404091,10.1901045,0.67522025,0.9040141,0.9357213,0.93575895,0.9131148,0.9295846
15,58.141,83.91,67026,3545,209.0,78.0,439.0,17,1294.0,92.0,3.03056,3428,214.0,78.0,439.0,16,1294.0,92.0,3.02479,3757,537.0,92.0,2506.0,7,1294.0,92.0,10,1232.0,33812.0,388.34,197.35,1,92.0,92.0,2621.0,1.0,3545.0,26574.0,26482.0,3,0.0,0,0.0,0,22,75.86,41,47.0,41.0,0.32,15,1.0,5,0.0,0,0.0,0,0.0,0,0.87,13,0.0,0,0.0,0,0.13,2,0.0,0,0.29,5,0.25,5,17,47,2.5,0,0,0.0,0,0.41,17,0.4305074,0.8260611,0.87099904,0.88378805,0.84005326,0.8704373,16.06068,11.482092,13.611143,7.3660655,14.371687,10.354388,0.6220957,0.93035215,0.93642926,0.93879175,0.9191402,0.9176114
15,18.782,83.91,67026,3055,278.0,105.0,567.0,11,34355.0,132.0,2.89851,3055,278.0,105.0,567.0,11,34355.0,132.0,2.89851,3177,635.0,212.0,1065.0,5,34355.0,686.0,6,34293.0,19511.92480209767,308.61,152.18431264596583,1,132.0,636.0,3055.0,1.0,3055.0,6970.0,6334.0,3,0.0,0,0.0,0,13,68.42,34,45.0,34.0,0.51,23,0.57,4,0.0,0,0.14,1,0.29,2,0.57,13,0.09,2,0.13,3,0.22,5,0.0,0,0.54,7,0.41,7,13,45,2.0,29,21,0.3,3,0.53,18,0.41207486,0.88239545,0.89841664,0.92272216,0.8628293,0.86295396,15.310652,11.62545,13.230458,7.141988,12.798139,9.669139,0.68359274,0.931932,0.9529051,0.96536887,0.94166344,0.93828005
15,7.5,83.91,67026,2065,229.0,147.0,414.0,9,0.0,211.0,3.0527,1440,206.0,147.0,335.0,7,1910.0,174.0,2.97916,2207,552.0,211.0,847.0,4,0.0,211.0,5,1885.0,211.0,111.85,174.75,1,211.0,211.0,211.0,0.0,2065.0,211.0,0.0,0,0.0,0,0.0,0,28,71.79,52,76.0,52.0,0.42,32,0.36,5,0.0,0,0.07,1,0.43,6,0.59,19,0.06,2,0.03,1,0.31,10,0.2,2,0.63,12,0.48,14,19,76,2.75,29,18,0.36,5,0.75,39,0.6236656,0.87498426,0.91750604,0.9348451,0.9003985,0.8950055,15.237503,11.530037,13.172973,7.1910124,13.824255,10.167782,0.773287,0.9255843,0.95510864,0.96728635,0.9528533,0.94776464
15,27.244,83.91,67026,7292,235.0,62.0,500.0,31,240.0,157.0,3.03383,7292,235.0,62.0,500.0,31,240.0,157.0,3.03383,8510,1418.0,213.0,4696.0,6,240.0,1646.0,22,211.0,1885.0,174.75,111.85,1,157.0,1046.0,6475.0,1.0,7292.0,7247.0,6201.0,5,0.0,0,0.0,0,17,70.83,30,38.0,30.0,0.42,16,0.6,6,0.0,0,0.0,0,0.3,3,0.81,13,0.0,0,0.0,0,0.19,3,0.33,1,0.6,9,0.56,10,15,38,4.5,19,16,0.29,2,0.57,17,0.73619807,0.9096741,0.9375826,0.95833445,0.9373096,0.9417045,15.449997,11.495283,12.939661,6.9688673,12.990099,10.031888,0.76899457,0.9396738,0.95980877,0.9590794,0.95804423,0.94416386
