文章,主観難易度,興味度,読者の語彙量,Total_duration_of_fixations,Average_duration_of_fixations,Minimum_duration_of_fixations,Maximum_duration_of_fixations,Number_of_fixations,Time_to_first_fixation,Duration_of_first_fixation,Average_pupil_diameter,Total_duration_of_whole_fixations,Average_duration_of_whole_fixations,Minimum_duration_of_whole_fixations,Maximum_duration_of_whole_fixations,Number_of_whole_fixations,Time_to_first_whole_fixation,Duration_of_first_whole_fixation,Average_whole-fixation_pupil_diameter,Total_duration_of_Visit,Average_duration_of_Visit,Minimum_duration_of_Visit,Maximum_duration_of_Visit,Number_of_Visits,Time_to_first_Visit,Duration_of_first_Visit,Number_of_saccades_in_AOI,Time_to_entry_saccade,Time_to_exit_saccade,Peak_velocity_of_entry_saccade,Peak_velocity_of_exit_saccade,Number_of_units,First-pass_first_fixation_duration,First-pass_duration,Selective_regression-path_duration,First-pass_regression,Total_duration_of_fixations.1,Regression-path_duration,Re-reading_duration,Number_of_regression,カタカナ語使用率（動詞のみ）,カタカナ語使用率（動詞のみ）（分子）,カタカナ語使用率（名詞のみ）,カタカナ語使用率（名詞のみ）（分子）,初級語彙の数,初級語彙の比率（％）,延べ語数,文の長さの平均（文字数）,文の長さの平均（語数）,漢字使用率,漢字使用率（分子）,漢字語彙難易度（低）,漢字語彙難易度（低）（分子）,漢字語彙難易度（外）,漢字語彙難易度（外）（分子）,漢字語彙難易度（常）,漢字語彙難易度（常）（分子）,漢字語彙難易度（高）,漢字語彙難易度（高）（分子）,漢字難易度（低）,漢字難易度（低）（分子）,漢字難易度（外）,漢字難易度（外）（分子）,漢字難易度（常）,漢字難易度（常）（分子）,漢字難易度（高）,漢字難易度（高）（分子）,漢語使用率（動詞のみ）,漢語使用率（動詞のみ）（分子）,漢語使用率（名詞のみ）,漢語使用率（名詞のみ）（分子）,漢語使用率（名詞＋動詞）,漢語使用率（名詞＋動詞）（分子）,総名詞数,総文字数,複合名詞句の長さの平均,連体修飾句の長さ（文字数）,連体修飾句の長さ（語数）,連体修飾率,連体修飾率（分子）,高頻度語使用率（延べ語）,高頻度語使用率（延べ語）（分子）,Cossim_model1,Cossim_model2,Cossim_model3,Cossim_model4,Cossim_model5,Cossim_model6,Norm_model1,Norm_model2,Norm_model3,Norm_model4,Norm_model5,Norm_model6,Avecossim_model1,Avecossim_model2,Avecossim_model3,Avecossim_model4,Avecossim_model5,Avecossim_model6
15,17.244,83.91,67026,2582,184.0,74.0,268.0,14,9230.0,207.0,2.93209,2582,184.0,74.0,268.0,14,9230.0,207.0,2.93209,3077,3077.0,3077.0,3077.0,1,9230.0,3077.0,12,9160.0,12306.0,349.98,142.25,1,207.0,2582.0,2582.0,1.0,2582.0,3682.0,1101.0,4,0.0,0,0.0,0,16,45.71,43,75.0,43.0,0.57,43,0.53,8,0.0,0,0.0,0,0.4,6,0.58,25,0.0,0,0.09,4,0.33,14,0.25,1,0.78,14,0.68,15,18,75,3.2,33,14,0.25,3,0.56,24,0.49992138,0.8777768,0.91514015,0.91978997,0.91355324,0.9074908,16.00852,11.449017,13.084501,7.2330604,14.354501,10.229003,0.5448557,0.9379603,0.94526404,0.9577972,0.944732,0.93398154
15,16.603,83.91,67026,3419,201.0,104.0,309.0,17,13605.0,172.0,3.02969,3419,201.0,104.0,309.0,17,13605.0,172.0,3.02969,4487,2243.0,134.0,4352.0,2,13605.0,4352.0,12,13575.0,49103.0,143.78,147.52,1,172.0,3285.0,3285.0,0.0,3419.0,3285.0,0.0,4,0.0,0,0.0,0,26,61.9,50,79.0,50.0,0.46,36,0.78,7,0.0,0,0.0,0,0.11,1,0.86,31,0.0,0,0.0,0,0.14,5,0.17,1,0.47,8,0.39,9,17,79,3.0,46,28,0.27,4,0.54,27,0.50173694,0.8832444,0.892762,0.9268705,0.87978303,0.9163114,15.275273,11.623829,12.636794,7.233279,13.965471,10.234489,0.5474594,0.9217286,0.9122219,0.9421226,0.9093241,0.91442716
15,16.859,83.91,67026,3117,240.0,115.0,618.0,13,18236.0,142.0,3.07894,2927,244.0,115.0,618.0,12,18236.0,142.0,3.09446,4277,2139.0,142.0,4136.0,2,18236.0,4136.0,7,43048.0,22372.0,78.86,339.8,1,142.0,2975.0,2975.0,0.0,3117.0,2975.0,0.0,2,0.0,0,0.0,0,8,38.1,24,37.0,24.0,0.65,24,0.42,5,0.0,0,0.0,0,0.5,6,0.62,15,0.0,0,0.0,0,0.38,9,0.5,1,0.92,11,0.86,12,12,37,5.0,5,2,0.14,1,0.46,11,0.46553797,0.88165796,0.88457257,0.9233246,0.87258494,0.8821519,15.625258,11.8887415,13.351956,7.2644877,14.380171,10.138639,0.8063634,0.93179226,0.95388484,0.96718055,0.9493908,0.94577867
15,18.397,83.91,67026,3319,221.0,69.0,442.0,15,22427.0,442.0,2.98924,3319,221.0,69.0,442.0,15,22427.0,442.0,2.98924,3827,765.0,69.0,2112.0,5,22427.0,2112.0,9,22372.0,24539.0,339.8,115.11,1,442.0,1717.0,1717.0,0.0,3319.0,1717.0,0.0,1,0.0,0,0.0,0,20,62.5,37,59.0,37.0,0.49,29,0.33,5,0.0,0,0.0,0,0.67,10,0.48,14,0.0,0,0.0,0,0.52,15,0.0,0,0.88,15,0.71,15,17,59,4.4,43,24,0.11,1,0.78,29,0.54275024,0.89502686,0.93590355,0.9463291,0.9189937,0.9243169,14.309645,11.638439,13.155151,7.440456,13.323305,9.598787,0.65666884,0.9280521,0.93830746,0.9455528,0.9294862,0.92153585
15,57.628,83.91,67026,9021,251.0,78.0,537.0,36,24563.0,179.0,3.02701,9021,251.0,78.0,537.0,36,24563.0,179.0,3.02701,10145,845.0,78.0,3853.0,12,24563.0,3853.0,22,24539.0,29976.0,115.11,264.12,1,179.0,4387.0,4387.0,0.0,9021.0,4387.0,0.0,3,0.0,0,0.12,2,15,50.0,36,62.0,36.0,0.35,22,0.1,1,0.0,0,0.1,1,0.8,8,0.45,10,0.0,0,0.05,1,0.5,11,0.0,0,0.62,10,0.62,10,16,62,4.33,51,30,0.15,2,0.47,17,0.46324474,0.8485912,0.85409355,0.89155114,0.8024735,0.82011145,16.309977,11.591194,13.086487,7.1559734,11.971485,10.134447,0.6530341,0.9292771,0.9373492,0.9617824,0.89159536,0.9273179
15,60.321,83.91,67026,8719,264.0,66.0,632.0,33,30024.0,427.0,2.94429,8087,253.0,66.0,512.0,32,30024.0,427.0,2.93496,10047,1435.0,177.0,5238.0,7,30024.0,560.0,23,29976.0,30584.0,264.12,215.44,1,427.0,548.0,8719.0,1.0,8719.0,16029.0,15481.0,7,0.0,0,0.1,1,17,56.67,33,58.0,33.0,0.4,23,0.33,3,0.0,0,0.44,4,0.22,2,0.57,13,0.0,0,0.17,4,0.26,6,0.0,0,0.9,9,0.53,9,10,58,0.0,27,17,0.3,3,0.58,19,0.51600486,0.9027659,0.93040717,0.9518267,0.88510734,0.9310453,15.36985,11.354274,12.975397,7.0112705,13.94656,10.176905,0.6229501,0.9503209,0.9662438,0.9734812,0.9522453,0.9534657
18,23.141,85.192,59378,8816,215.0,85.0,810.0,41,454.0,139.0,3.30448,8816,215.0,85.0,810.0,41,454.0,139.0,3.30448,10874,1553.0,152.0,5007.0,7,454.0,371.0,30,407.0,14732.0,242.62,58.31,1,0.0,0.0,0.0,0.9992108228150584,8816.0,0.0,0.0,0,0.0,0,0.09,1,26,72.22,42,65.0,42.0,0.26,17,0.67,4,0.0,0,0.0,0,0.33,2,0.59,10,0.06,1,0.12,2,0.24,4,0.0,0,0.55,6,0.33,6,11,65,5.0,16,10,0.5,5,0.69,29,0.351963949,0.870945174,0.895749108,0.902540998,0.868777743,0.872476313,15.502189,11.436727,12.981809,7.0471134,13.085272,9.758274,0.6015707,0.9399855,0.9480344,0.9627239,0.94805753,0.948705
18,5.705,85.192,59378,4833,254.0,73.0,816.0,19,14752.0,169.0,3.22195,4833,254.0,73.0,816.0,19,14752.0,169.0,3.22195,5380,897.0,123.0,2955.0,6,14752.0,169.0,12,14732.0,21216.0,58.31,390.59,1,0.0,0.0,0.0,1.002838395659536,4833.0,0.0,0.0,0,0.0,0,0.29,2,9,60.0,16,26.0,16.0,0.31,8,0.5,1,0.0,0,0.0,0,0.5,1,0.75,6,0.0,0,0.12,1,0.12,1,0.0,0,0.29,2,0.22,2,7,26,4.5,16,9,0.25,1,0.81,13,0.46683288,0.9073844,0.91093653,0.9344952,0.8884919,0.8860014,16.182652,11.343797,12.821225,7.130124,12.961131,10.382753,0.7108604,0.95445454,0.9491221,0.9592162,0.9282023,0.93018955
18,5.962,85.192,59378,7842,314.0,67.0,720.0,25,21295.0,264.0,3.20641,7842,314.0,67.0,720.0,25,21295.0,264.0,3.20641,9126,1825.0,196.0,8241.0,5,21295.0,264.0,16,21216.0,31324.0,390.59,446.74,1,0.0,0.0,0.0,0.9965921245079885,7842.0,0.0,0.0,0,0.0,0,0.0,0,26,76.47,37,51.0,37.0,0.49,25,0.55,6,0.0,0,0.09,1,0.18,2,0.72,18,0.04,1,0.08,2,0.16,4,0.4,2,0.6,9,0.55,11,15,51,4.67,15,10,0.22,2,0.7,26,0.63189846,0.9014323,0.9324037,0.929825,0.90328264,0.8976671,15.33085,11.662891,12.923286,7.256087,12.71828,10.01448,0.73125607,0.93324417,0.9566264,0.9554056,0.9375757,0.94491667
18,5.321,85.192,59378,10907,280.0,59.0,902.0,39,0.0,59.0,3.20383,10847,285.0,81.0,902.0,38,31688.0,147.0,3.2045,13500,3375.0,59.0,6597.0,4,0.0,59.0,29,31673.0,46001.0,45.64,94.21,1,59.0,59.0,10907.0,1.0,10907.0,32397.0,32338.0,7,0.0,0,0.0,0,13,81.25,19,33.0,19.0,0.36,12,0.67,2,0.0,0,0.33,1,0.0,0,0.67,8,0.08,1,0.25,3,0.0,0,0.0,0,0.5,3,0.33,3,6,33,0.0,5,3,0.33,2,0.63,12,0.3580367,0.8790155,0.92511994,0.93117964,0.89528143,0.8994519,14.460999,11.564169,12.945658,7.118409,14.127506,9.966212,0.57690144,0.9427236,0.95921814,0.9617094,0.9415309,0.94501424
18,3.269,85.192,59378,3987,266.0,71.0,682.0,15,46026.0,88.0,3.24474,3987,266.0,71.0,682.0,15,46026.0,88.0,3.24474,4616,923.0,71.0,3549.0,5,46026.0,88.0,8,46001.0,50351.0,94.21,277.32,1,88.0,3008.0,3008.0,0.0,3987.0,3008.0,0.0,1,0.0,0,0.0,0,28,77.78,38,63.0,38.0,0.25,16,0.2,1,0.0,0,0.4,2,0.2,1,0.75,12,0.0,0,0.19,3,0.06,1,0.17,1,0.33,4,0.28,5,12,63,2.0,21,12,0.27,3,0.66,25,0.3745401,0.90052205,0.9232117,0.9389755,0.8870213,0.9043278,15.95101,11.566092,13.041982,7.374337,13.227564,9.89331,0.67052925,0.94615126,0.9495684,0.961349,0.9452696,0.9520244
18,4.295,85.192,59378,6585,286.0,75.0,791.0,23,50406.0,141.0,3.25033,6585,286.0,75.0,791.0,23,50406.0,141.0,3.25033,7592,1898.0,426.0,3839.0,4,50406.0,3839.0,17,50351.0,60994.0,277.32,84.96,1,141.0,2983.0,6159.0,1.0,6585.0,6456.0,3472.0,4,0.0,0,0.0,0,25,69.44,42,69.0,42.0,0.2,14,0.33,1,0.0,0,0.33,1,0.0,0,0.43,6,0.0,0,0.36,5,0.21,3,0.11,1,0.18,2,0.15,3,11,69,6.0,64,39,0.11,1,0.69,29,0.62047035,0.9013054,0.9045155,0.92493504,0.9138359,0.917168,16.851295,11.396309,13.211562,7.0794363,13.319178,9.725855,0.75927305,0.95228624,0.96095586,0.9684056,0.9519744,0.95787823
18,2.885,85.192,59378,1147,191.0,94.0,253.0,6,59151.0,94.0,3.38503,1147,191.0,94.0,253.0,6,59151.0,94.0,3.38503,1242,1242.0,1242.0,1242.0,1,59151.0,1242.0,5,18692.209338828983,18839.158344409916,206.2093122224107,154.25892353966125,1,94.0,1147.0,1147.0,1.0,1147.0,2256.0,1108.0,2,0.0,0,0.2,1,8,61.54,14,24.0,14.0,0.42,10,1.0,2,0.0,0,0.0,0,0.0,0,0.7,7,0.0,0,0.3,3,0.0,0,0.0,0,0.4,2,0.29,2,5,24,4.5,17,9,0.33,1,0.71,10,0.30582726,0.78714675,0.86698204,0.8939886,0.84088314,0.85410875,15.514105,12.271924,13.9166765,7.612517,14.70666,9.989905,0.46151605,0.86446846,0.92437994,0.94499063,0.9044624,0.9083389
18,3.782,85.192,59378,6559,285.0,75.0,739.0,23,485.0,156.0,3.20533,6559,285.0,75.0,739.0,23,485.0,156.0,3.20533,6837,855.0,121.0,1686.0,8,485.0,286.0,15,441.0,6902.0,242.95,53.49,1,0.0,0.0,0.0,1.0003867729202243,6559.0,0.0,0.0,0,0.0,0,0.23,3,15,55.56,32,53.0,32.0,0.21,11,0.5,1,0.0,0,0.0,0,0.5,1,0.73,8,0.0,0,0.18,2,0.09,1,0.0,0,0.15,2,0.13,2,13,53,5.33,27,14,0.25,2,0.62,20,0.20111117,0.795521,0.8680515,0.8945963,0.8394006,0.85112953,15.292737,11.3168955,12.933322,7.012005,12.836093,9.495675,0.53742194,0.95102084,0.9546881,0.96120834,0.95103276,0.94599336
18,4.679,85.192,59378,2553,213.0,99.0,427.0,12,14149.0,229.0,3.20926,2553,213.0,99.0,427.0,12,14149.0,229.0,3.20926,2676,446.0,137.0,1170.0,6,14149.0,335.0,6,14123.0,19082.0,102.94,323.03,1,0.0,0.0,0.0,0.9976020456311225,2553.0,0.0,0.0,0,0.0,0,0.0,0,14,82.35,20,26.0,20.0,0.27,7,0.5,1,0.0,0,0.5,1,0.0,0,0.71,5,0.0,0,0.14,1,0.14,1,0.0,0,0.33,2,0.29,2,6,26,0.0,4,3,0.17,1,0.8,16,0.30670354,0.9082915,0.9171712,0.9223752,0.90736824,0.8984644,15.270632,11.044402,12.7681465,7.293393,14.254522,9.853903,0.7560912,0.9570436,0.9584296,0.957268,0.9494745,0.9459899
18,3.269,85.192,59378,2647,265.0,87.0,757.0,10,301.0,140.0,3.22397,2647,265.0,87.0,757.0,10,301.0,140.0,3.22397,2742,457.0,140.0,1091.0,6,301.0,140.0,4,258.0,441.0,240.94,242.95,1,140.0,140.0,2228.0,1.0,2647.0,11341.0,11201.0,3,0.0,0,0.0,0,12,60.0,24,37.0,24.0,0.22,8,0.0,0,0.0,0,0.0,0,1.0,2,0.38,3,0.0,0,0.12,1,0.5,4,0.0,0,0.5,2,0.29,2,4,37,4.0,5,4,0.33,1,0.79,19,0.47786853,0.87226903,0.8951923,0.86975783,0.86919826,0.87150633,17.843668,11.593822,13.727645,7.7948885,15.755633,10.37023,0.6521011,0.9199731,0.9376504,0.91518325,0.91937155,0.91365796
18,4.423,85.192,59378,12975,309.0,78.0,963.0,42,22837.0,135.0,3.19214,12975,309.0,78.0,963.0,42,22837.0,135.0,3.19214,16442,8221.0,7140.0,9302.0,2,22837.0,7140.0,30,22780.0,29976.0,303.62,49.96,1,135.0,5281.0,12975.0,1.0,12975.0,13394.0,8113.0,8,0.0,0,0.08,1,30,83.33,42,60.0,42.0,0.33,20,0.8,4,0.0,0,0.0,0,0.2,1,0.65,13,0.0,0,0.05,1,0.3,6,0.0,0,0.38,5,0.28,5,13,60,2.5,54,38,0.09,1,0.79,33,0.22849825,0.8450678,0.8614746,0.8500473,0.8514753,0.83092403,14.61771,11.4359045,12.971301,7.0533996,13.914881,9.846827,0.49066085,0.9361066,0.94041497,0.9546808,0.9400657,0.9286353
18,34.808,85.192,59378,6657,277.0,80.0,584.0,24,39784.0,400.0,3.21467,6657,277.0,80.0,584.0,24,39784.0,400.0,3.21467,8276,8276.0,8276.0,8276.0,1,39784.0,8276.0,18,39762.0,48060.0,67.78,334.05,1,400.0,6657.0,6657.0,0.0,6657.0,6657.0,0.0,3,0.0,0,0.09,1,33,76.74,45,75.0,45.0,0.2,15,0.5,3,0.0,0,0.0,0,0.33,2,0.73,11,0.0,0,0.07,1,0.2,3,0.0,0,0.55,6,0.33,6,11,75,3.0,69,41,0.1,1,0.8,36,0.2857904,0.886238,0.90219784,0.9284884,0.89074147,0.8896209,15.095433,11.607296,13.417564,7.3722053,14.874988,10.210643,0.44339427,0.9318555,0.9367722,0.94556653,0.92239,0.92139024
18,9.295,85.192,59378,7774,311.0,76.0,1374.0,25,48896.0,417.0,3.15031,7774,311.0,76.0,1374.0,25,48896.0,417.0,3.15031,9322,4661.0,1374.0,7948.0,2,48896.0,7948.0,20,19030.88700188741,56845.0,205.7317721200074,58.88,1,417.0,6400.0,6400.0,0.0,7774.0,6400.0,0.0,2,0.0,0,0.0,0,19,76.0,25,37.0,25.0,0.32,12,0.6,3,0.4,2,0.0,0,0.0,0,0.83,10,0.17,2,0.0,0,0.0,0,0.0,0,0.62,5,0.45,5,8,37,0.0,17,11,0.43,3,0.68,17,0.3689038,0.9171806,0.8980374,0.92358154,0.879795,0.89739746,13.353936,11.385714,13.024351,7.1363454,13.061942,10.258709,0.6074118,0.95331776,0.95008224,0.95973766,0.94376665,0.9454319
18,19.551,85.192,59378,7249,290.0,65.0,764.0,25,57242.0,142.0,3.11961,6485,270.0,65.0,578.0,24,57242.0,142.0,3.1043,8513,4256.0,142.0,8371.0,2,57242.0,142.0,19,57213.0,23799.751751507556,72.27,153.10930433483605,1,142.0,142.0,7249.0,1.0,7249.0,8624.0,8482.0,6,0.0,0,0.0,0,18,62.07,32,50.0,32.0,0.38,19,0.17,1,0.17,1,0.0,0,0.5,3,0.47,9,0.16,3,0.16,3,0.21,4,0.0,0,0.5,6,0.4,6,12,50,4.5,37,23,0.14,1,0.56,18,0.4875072,0.8947927,0.9025588,0.9276726,0.89042014,0.89582634,16.24513,11.135417,12.724705,7.160322,14.6446705,10.644054,0.7869875,0.9487635,0.95291066,0.96008307,0.94431746,0.9436242
18,6.603,85.192,59378,3642,303.0,61.0,1058.0,12,575.0,156.0,3.27528,3642,303.0,61.0,1058.0,12,575.0,156.0,3.27528,4316,863.0,61.0,2677.0,5,575.0,2677.0,5,549.0,5321.0,75.14,306.03,1,0.0,0.0,0.0,1.0034528805984197,3642.0,0.0,0.0,0,0.0,0,0.0,0,23,69.7,34,57.0,34.0,0.25,14,1.0,1,0.0,0,0.0,0,0.0,0,0.5,7,0.21,3,0.07,1,0.21,3,0.0,0,0.11,1,0.06,1,9,57,3.0,19,12,0.25,2,0.68,23,0.5184155,0.86064273,0.8730361,0.8648711,0.8612838,0.83805865,17.337782,11.612083,13.570426,7.618882,15.497363,10.14838,0.6291318,0.9150914,0.93423283,0.9220072,0.9286542,0.91686743
18,3.91,85.192,59378,3621,226.0,86.0,500.0,16,237.0,162.0,3.12376,3535,236.0,92.0,500.0,15,237.0,162.0,3.11818,4336,619.0,86.0,1790.0,7,237.0,162.0,7,162.0,399.0,382.98,42.75,1,162.0,162.0,3284.0,1.0,3621.0,6926.0,6764.0,3,0.0,0,0.0,0,32,80.0,48,73.0,48.0,0.29,21,0.67,4,0.0,0,0.0,0,0.33,2,0.81,17,0.0,0,0.0,0,0.19,4,0.0,0,0.5,6,0.32,6,12,73,3.0,31,23,0.1,1,0.73,35,0.42506954,0.8722587,0.9088411,0.90268296,0.9114762,0.87937075,16.826963,11.368643,13.080913,7.119335,15.310515,10.02089,0.73434955,0.9544301,0.96305066,0.96766907,0.94947267,0.953828
18,4.808,85.192,59378,2279,326.0,192.0,480.0,7,12525.0,192.0,3.11368,2279,326.0,192.0,480.0,7,12525.0,192.0,3.11368,2722,681.0,207.0,1300.0,4,12525.0,1300.0,2,12469.0,13825.0,333.57,53.03,1,192.0,878.0,1833.0,1.0,2279.0,2084.0,1206.0,2,0.0,0,0.0,0,20,83.33,23,39.0,23.0,0.26,10,0.0,0,0.0,0,0.5,1,0.5,1,0.7,7,0.0,0,0.2,2,0.1,1,0.0,0,0.29,2,0.25,2,7,39,0.0,30,17,0.29,2,0.78,18,0.29588056,0.8734374,0.88850284,0.88676655,0.77411467,0.8381859,17.764893,11.773793,13.727831,7.7184396,13.178332,10.080566,0.50854963,0.9118297,0.92826366,0.9304089,0.8552818,0.8948087
18,5.449,85.192,59378,6174,325.0,103.0,997.0,19,15150.0,153.0,3.30981,6174,325.0,103.0,997.0,19,15150.0,153.0,3.30981,7781,2594.0,138.0,7308.0,3,15150.0,7308.0,12,15104.0,22458.0,259.89,95.12,1,153.0,5730.0,6174.0,1.0,6174.0,6620.0,890.0,4,0.0,0,0.11,1,17,70.83,29,48.0,29.0,0.23,11,0.0,0,0.0,0,0.25,1,0.75,3,0.55,6,0.0,0,0.09,1,0.36,4,0.0,0,0.44,4,0.36,4,9,48,5.0,42,25,0.14,1,0.59,17,0.29344824,0.8417357,0.8717609,0.89635617,0.7915991,0.85239774,16.10328,11.47956,13.52486,7.2263403,13.556756,10.188171,0.6379266,0.9248254,0.9444947,0.9559005,0.9295794,0.94043964
18,10.321,85.192,59378,6552,312.0,92.0,687.0,21,23840.0,152.0,3.19051,6552,312.0,92.0,687.0,21,23840.0,152.0,3.19051,8513,8513.0,8513.0,8513.0,1,23840.0,8513.0,15,23798.0,32354.0,193.79,42.2,1,152.0,6552.0,6552.0,0.0,6552.0,6552.0,0.0,4,0.0,0,0.0,0,11,78.57,14,19.0,14.0,0.37,7,0.0,0,0.0,0,0.0,0,0.0,0,0.57,4,0.0,0,0.29,2,0.14,1,0.0,0,0.0,0,0.0,0,3,19,3.0,0,0,0.0,0,0.71,10,0.3329893,0.8703236,0.8971538,0.91167825,0.8704333,0.85643053,15.618949,11.455485,12.905095,7.0523615,13.747503,10.216506,0.57320267,0.95115,0.95819515,0.96295494,0.9564061,0.9386964
18,18.91,85.192,59378,6653,302.0,95.0,850.0,22,32369.0,95.0,3.13636,6172,294.0,95.0,850.0,21,32369.0,95.0,3.12133,8122,2707.0,288.0,6984.0,3,32369.0,6984.0,15,32354.0,39353.0,42.2,296.7,1,95.0,5515.0,5515.0,0.0,6653.0,5515.0,0.0,2,0.0,0,0.15,2,40,80.0,57,97.0,57.0,0.2,19,0.5,1,0.0,0,0.0,0,0.5,1,0.63,12,0.0,0,0.21,4,0.16,3,0.0,0,0.15,2,0.08,2,13,97,0.0,37,25,0.23,3,0.65,37,0.27510038,0.8912755,0.9090395,0.9197032,0.88951564,0.89362764,16.571108,11.593754,13.43289,7.389255,12.336605,10.126918,0.5579212,0.92933995,0.9318719,0.9521295,0.9183359,0.9366552
18,19.551,85.192,59378,8609,374.0,94.0,911.0,23,39622.0,111.0,3.10631,8609,374.0,94.0,911.0,23,39622.0,111.0,3.10631,9864,2466.0,111.0,8037.0,4,39622.0,111.0,14,39606.0,51377.0,51.77,31.81,1,111.0,111.0,8494.0,1.0,8609.0,9344.0,9233.0,3,0.0,0,0.0,0,10,100.0,12,19.0,12.0,0.37,7,1.0,2,0.0,0,0.0,0,0.0,0,0.86,6,0.0,0,0.0,0,0.14,1,0.0,0,0.67,2,0.5,2,3,19,3.0,4,3,0.5,1,0.83,10,0.45562226,0.9104246,0.9269227,0.9335992,0.88150984,0.90157855,15.620859,11.33515,13.025375,7.171911,14.336,10.767575,0.57029825,0.9415391,0.9523544,0.95991606,0.9422875,0.9295576
18,13.526,85.192,59378,7383,308.0,92.0,774.0,24,51383.0,187.0,3.08421,7383,308.0,92.0,774.0,24,51383.0,187.0,3.08421,8443,2814.0,187.0,6412.0,3,51383.0,187.0,18,51377.0,19149.372855972902,31.81,154.5535503767413,1,187.0,5650.0,7383.0,1.0,7383.0,7872.0,2222.0,5,0.0,0,0.11,2,39,72.22,58,95.0,58.0,0.26,25,0.42,5,0.08,1,0.08,1,0.33,4,0.6,15,0.12,3,0.12,3,0.16,4,0.11,1,0.58,11,0.43,12,19,95,2.5,65,41,0.13,2,0.64,37,0.44774562,0.8882843,0.9020788,0.9221356,0.8824855,0.8823548,15.914616,11.620335,13.024223,7.337123,13.573318,10.510277,0.627239,0.9277603,0.92803603,0.9442599,0.9225233,0.9058424
18,11.731,85.192,59378,12821,329.0,61.0,1167.0,39,256.0,126.0,3.12967,12821,329.0,61.0,1167.0,39,256.0,126.0,3.12967,13883,1157.0,145.0,2972.0,12,256.0,2808.0,25,205.0,12488.0,228.02,295.76,1,126.0,11532.0,11532.0,0.0,12821.0,11532.0,0.0,4,0.0,0,0.0,0,28,84.85,38,60.0,38.0,0.23,14,0.5,3,0.0,0,0.33,2,0.0,0,0.71,10,0.0,0,0.29,4,0.0,0,0.2,1,0.45,5,0.38,6,11,60,4.5,33,20,0.57,4,0.82,31,0.48856863,0.88613904,0.8897022,0.91213083,0.87897396,0.86126286,15.073227,11.334761,12.634028,7.077425,14.506732,10.305847,0.70484275,0.9599835,0.9668664,0.9644004,0.96006763,0.9566614
18,12.372,85.192,59378,3819,273.0,74.0,647.0,14,17951.0,187.0,3.06893,3819,273.0,74.0,647.0,14,17951.0,187.0,3.06893,4202,700.0,152.0,1386.0,6,17951.0,187.0,7,18640.0,22322.0,33.1,275.86,1,187.0,187.0,2091.0,1.0,3819.0,3379.0,3192.0,1,0.0,0,0.08,1,35,89.74,44,68.0,44.0,0.29,20,1.0,2,0.0,0,0.0,0,0.0,0,0.85,17,0.0,0,0.1,2,0.05,1,0.0,0,0.17,2,0.11,2,12,68,3.0,22,14,0.27,3,0.8,35,0.1613705,0.9078987,0.9159379,0.9173783,0.8604461,0.88622046,16.016588,11.625363,13.2379,7.26314,12.250007,9.828963,0.46583432,0.94215703,0.9484888,0.9630964,0.9097311,0.9428428
18,8.269,85.192,59378,6150,384.0,105.0,1753.0,16,22386.0,133.0,3.0809,6150,384.0,105.0,1753.0,16,22386.0,133.0,3.0809,6838,1710.0,387.0,4251.0,4,22386.0,653.0,10,22322.0,24957.0,275.86,89.64,1,133.0,599.0,5788.0,1.0,6150.0,7027.0,6427.0,4,0.0,0,0.0,0,13,61.9,23,35.0,23.0,0.4,14,1.0,1,0.0,0,0.0,0,0.0,0,0.86,12,0.0,0,0.07,1,0.07,1,0.0,0,0.12,1,0.1,1,8,35,3.33,13,9,0.4,2,0.87,20,0.316032,0.8577841,0.89480644,0.9182093,0.8491308,0.8798364,14.633994,11.146555,13.165369,6.9779553,14.128247,10.184497,0.25542316,0.9261118,0.93659097,0.94778377,0.9370578,0.91377807
18,23.013,85.192,59378,5697,356.0,84.0,874.0,16,30693.0,138.0,3.17938,5697,356.0,84.0,874.0,16,30693.0,138.0,3.17938,6871,2290.0,653.0,5062.0,3,30693.0,1155.0,11,30645.0,31848.0,240.96,274.43,1,138.0,657.0,5068.0,1.0,5697.0,5430.0,4772.0,2,0.0,0,0.09,1,20,76.92,30,46.0,30.0,0.28,13,0.5,2,0.0,0,0.25,1,0.0,0,0.46,6,0.0,0,0.31,4,0.23,3,0.33,1,0.27,3,0.29,4,11,46,3.5,22,14,0.22,2,0.8,24,0.25381035,0.8236072,0.8566224,0.87471193,0.8597772,0.83539194,16.35755,11.670502,13.390984,7.7271953,13.684368,9.594899,0.37697583,0.9069675,0.91325366,0.9229516,0.91455656,0.9058574
18,60.577,85.192,59378,7977,295.0,90.0,875.0,27,37475.0,262.0,2.98565,7977,295.0,90.0,875.0,27,37475.0,262.0,2.98565,9431,1179.0,110.0,5320.0,8,37475.0,1193.0,16,37401.0,50751.0,382.75,46.89,4,262.0,7352.0,7352.0,0.0,7977.0,7352.0,0.0,3,0.0,0,0.0,0,14,100.0,15,20.0,15.0,0.25,5,0.33,1,0.0,0,0.0,0,0.33,1,0.4,2,0.0,0,0.0,0,0.6,3,0.0,0,1.0,3,0.5,3,3,20,0.0,14,10,0.33,1,0.93,14,0.29257256,0.8881558,0.87987024,0.87111545,0.84743273,0.84129035,14.195847,11.128411,12.684984,6.95503,14.088727,10.078175,0.54650396,0.96581805,0.9600898,0.9645107,0.94090396,0.93960106
